"year","lea_code","lea_name","subgroup","grade","subject","enrollment_status","n_eligible","n_test_takers","proficient_or_advanced","below_basic","basic","proficient","advanced"
2011,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","Economy","grade 5","read","all",2261,2233,809,477,947,738,71
2011,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","Economy","grade 8","math","all",1655,1618,702,339,577,627,75
2011,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","Economy","grade 8","read","all",1655,1618,539,342,737,441,98
2011,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","Economy","grade 6","math","all",1662,1628,525,369,734,423,102
2011,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","Economy","grade 6","read","all",1662,1626,487,385,754,450,37
2011,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","Economy","grade 7","math","all",1703,1684,702,374,608,599,103
2011,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","Economy","grade 7","read","all",1703,1684,601,292,791,476,125
2011,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","Economy","grade 10","math","all",1969,1775,568,559,648,488,80
2011,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","Economy","grade 10","read","all",1969,1786,642,448,696,507,135
2011,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","Direct Cert","all","math","all",9687,9375,2763,2699,3913,2355,408
2011,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","Direct Cert","all","read","all",9687,9380,2768,2418,4194,2458,310
2011,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","Direct Cert","grade 3","math","all",1574,1563,341,516,706,267,74
2011,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","Direct Cert","grade 3","read","all",1574,1562,400,515,647,362,38
2011,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","Direct Cert","grade 4","math","all",1603,1572,494,438,640,414,80
2011,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","Direct Cert","grade 4","read","all",1603,1569,479,418,672,438,41
2011,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","Direct Cert","grade 5","math","all",1545,1528,417,438,673,349,68
2011,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","Direct Cert","grade 5","read","all",1545,1528,483,377,668,443,40
2011,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","Direct Cert","grade 8","math","all",1193,1159,440,276,443,404,36
2011,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","Direct Cert","grade 8","read","all",1193,1160,331,249,580,289,42
2011,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","Direct Cert","grade 6","math","all",1189,1174,332,307,535,264,68
2011,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","Direct Cert","grade 6","read","all",1189,1173,326,295,552,303,23
2011,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","Direct Cert","grade 7","math","all",1217,1194,450,277,467,391,59
2011,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","Direct Cert","grade 7","read","all",1217,1193,390,228,575,320,70
2011,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","Direct Cert","grade 10","math","all",1366,1185,289,447,449,266,23
2011,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","Direct Cert","grade 10","read","all",1366,1195,359,336,500,303,56
2009,0,"CHARTER SECTOR LEA","All","all","math","all",11379,11069,5417,1612,4040,4325,1092
2009,0,"CHARTER SECTOR LEA","All","all","read","all",11379,11073,5436,904,4733,4866,570
2009,0,"CHARTER SECTOR LEA","All","grade 8","math","all",1956,1927,1021,247,659,891,130
2009,0,"CHARTER SECTOR LEA","All","grade 8","read","all",1956,1924,1088,85,751,939,149
2009,0,"CHARTER SECTOR LEA","All","grade 3","math","all",1380,1367,506,306,555,353,153
2009,0,"CHARTER SECTOR LEA","All","grade 3","read","all",1380,1371,554,204,613,526,28
2009,0,"CHARTER SECTOR LEA","All","grade 6","math","all",1968,1929,950,263,716,741,209
2009,0,"CHARTER SECTOR LEA","All","grade 6","read","all",1968,1930,1077,109,744,1018,59
2009,0,"CHARTER SECTOR LEA","All","grade 4","math","all",1254,1229,559,209,461,443,116
2009,0,"CHARTER SECTOR LEA","All","grade 4","read","all",1254,1229,513,188,528,449,64
2009,0,"CHARTER SECTOR LEA","All","grade 5","math","all",1425,1406,616,196,594,450,166
2009,0,"CHARTER SECTOR LEA","All","grade 5","read","all",1425,1407,637,146,624,586,51
2009,0,"CHARTER SECTOR LEA","All","grade 7","math","all",2076,2047,1220,214,613,961,259
2009,0,"CHARTER SECTOR LEA","All","grade 7","read","all",2076,2050,1047,102,901,894,153
2009,0,"CHARTER SECTOR LEA","All","grade 10","math","all",1320,1164,545,177,442,486,59
2009,0,"CHARTER SECTOR LEA","All","grade 10","read","all",1320,1162,520,70,572,454,66
2009,0,"CHARTER SECTOR LEA","MALE","all","math","all",5417,5244,2497,809,1938,1967,530
2009,0,"CHARTER SECTOR LEA","MALE","all","read","all",5417,5244,2319,567,2358,2112,207
2009,0,"CHARTER SECTOR LEA","MALE","grade 8","math","all",898,879,458,125,296,401,57
2009,0,"CHARTER SECTOR LEA","MALE","grade 8","read","all",898,877,443,54,380,394,49
2009,0,"CHARTER SECTOR LEA","MALE","grade 6","math","all",938,917,447,127,343,348,99
2009,0,"CHARTER SECTOR LEA","MALE","grade 6","read","all",938,916,479,69,368,459,20
2009,0,"CHARTER SECTOR LEA","MALE","grade 5","math","all",694,680,288,95,297,206,82
2009,0,"CHARTER SECTOR LEA","MALE","grade 5","read","all",694,681,260,93,328,244,16
2009,0,"CHARTER SECTOR LEA","MALE","grade 4","math","all",636,619,273,118,228,218,55
2009,0,"CHARTER SECTOR LEA","MALE","grade 4","read","all",636,619,234,125,260,207,27
2009,0,"CHARTER SECTOR LEA","MALE","grade 3","math","all",675,669,258,151,260,171,87
2009,0,"CHARTER SECTOR LEA","MALE","grade 3","read","all",675,670,252,112,306,240,12
2009,0,"CHARTER SECTOR LEA","MALE","grade 7","math","all",1005,988,546,118,324,418,128
2009,0,"CHARTER SECTOR LEA","MALE","grade 7","read","all",1005,990,450,74,466,391,59
2009,0,"CHARTER SECTOR LEA","MALE","grade 10","math","all",571,492,227,75,190,205,22
2009,0,"CHARTER SECTOR LEA","MALE","grade 10","read","all",571,491,201,40,250,177,24
2009,0,"CHARTER SECTOR LEA","FEMALE","all","math","all",5962,5825,2920,803,2102,2358,562
2009,0,"CHARTER SECTOR LEA","FEMALE","all","read","all",5962,5829,3117,337,2375,2754,363
2009,0,"CHARTER SECTOR LEA","FEMALE","grade 3","math","all",705,698,248,155,295,182,66
2009,0,"CHARTER SECTOR LEA","FEMALE","grade 3","read","all",705,701,302,92,307,286,16
2009,0,"CHARTER SECTOR LEA","FEMALE","grade 4","math","all",618,610,286,91,233,225,61
2009,0,"CHARTER SECTOR LEA","FEMALE","grade 4","read","all",618,610,279,63,268,242,37
2009,0,"CHARTER SECTOR LEA","FEMALE","grade 8","math","all",1058,1048,563,122,363,490,73
2009,0,"CHARTER SECTOR LEA","FEMALE","grade 8","read","all",1058,1047,645,31,371,545,100
2009,0,"CHARTER SECTOR LEA","FEMALE","grade 6","math","all",1030,1012,503,136,373,393,110
2009,0,"CHARTER SECTOR LEA","FEMALE","grade 6","read","all",1030,1014,598,40,376,559,39
2009,0,"CHARTER SECTOR LEA","FEMALE","grade 5","math","all",731,726,328,101,297,244,84
2009,0,"CHARTER SECTOR LEA","FEMALE","grade 5","read","all",731,726,377,53,296,342,35
2009,0,"CHARTER SECTOR LEA","FEMALE","grade 7","math","all",1071,1059,674,96,289,543,131
2009,0,"CHARTER SECTOR LEA","FEMALE","grade 7","read","all",1071,1060,597,28,435,503,94
2009,0,"CHARTER SECTOR LEA","FEMALE","grade 10","math","all",749,672,318,102,252,281,37
2009,0,"CHARTER SECTOR LEA","FEMALE","grade 10","read","all",749,671,319,30,322,277,42
2009,0,"CHARTER SECTOR LEA","AS7","all","math","all",70,66,56,1,9,37,19
2009,0,"CHARTER SECTOR LEA","AS7","all","read","all",70,64,52,0,12,47,5
2009,0,"CHARTER SECTOR LEA","AS7","grade 5","math","all",11,10,10,0,0,6,4
2009,0,"CHARTER SECTOR LEA","AS7","grade 5","read","all",11,10,7,0,3,6,1
2009,0,"CHARTER SECTOR LEA","AS7","grade 8","math","all",16,16,14,0,2,12,2
2009,0,"CHARTER SECTOR LEA","AS7","grade 8","read","all",16,15,11,0,4,9,2
2009,0,"CHARTER SECTOR LEA","AS7","grade 6","math","all",20,20,14,1,5,5,9
2009,0,"CHARTER SECTOR LEA","AS7","grade 6","read","all",20,19,16,0,3,14,2
2009,0,"CHARTER SECTOR LEA","BL7","all","math","all",10201,9923,4691,1505,3727,3807,884
2009,0,"CHARTER SECTOR LEA","BL7","all","read","all",10201,9930,4747,824,4359,4292,455
2009,0,"CHARTER SECTOR LEA","BL7","grade 8","math","all",1744,1720,876,231,613,769,107
2009,0,"CHARTER SECTOR LEA","BL7","grade 8","read","all",1744,1719,961,76,682,838,123
2009,0,"CHARTER SECTOR LEA","BL7","grade 3","math","all",1204,1193,422,272,499,297,125
2009,0,"CHARTER SECTOR LEA","BL7","grade 3","read","all",1204,1197,465,181,551,447,18
2009,0,"CHARTER SECTOR LEA","BL7","grade 6","math","all",1745,1708,814,247,647,657,157
2009,0,"CHARTER SECTOR LEA","BL7","grade 6","read","all",1745,1710,923,99,688,882,41
2009,0,"CHARTER SECTOR LEA","BL7","grade 4","math","all",1118,1097,466,198,433,373,93
2009,0,"CHARTER SECTOR LEA","BL7","grade 4","read","all",1118,1097,434,177,486,385,49
2009,0,"CHARTER SECTOR LEA","BL7","grade 5","math","all",1272,1259,519,186,554,389,130
2009,0,"CHARTER SECTOR LEA","BL7","grade 5","read","all",1272,1260,542,133,585,503,39
2009,0,"CHARTER SECTOR LEA","BL7","grade 7","math","all",1855,1832,1076,197,559,862,214
2009,0,"CHARTER SECTOR LEA","BL7","grade 7","read","all",1855,1835,924,89,822,801,123
2009,0,"CHARTER SECTOR LEA","BL7","grade 10","math","all",1263,1114,518,174,422,460,58
2009,0,"CHARTER SECTOR LEA","BL7","grade 10","read","all",1263,1112,498,69,545,436,62
2009,0,"CHARTER SECTOR LEA","HI7","all","math","all",858,834,454,100,280,379,75
2009,0,"CHARTER SECTOR LEA","HI7","all","read","all",858,833,414,79,340,382,32
2009,0,"CHARTER SECTOR LEA","HI7","grade 3","math","all",124,123,42,32,49,34,8
2009,0,"CHARTER SECTOR LEA","HI7","grade 3","read","all",124,123,46,23,54,43,3
2009,0,"CHARTER SECTOR LEA","HI7","grade 4","math","all",101,98,61,11,26,48,13
2009,0,"CHARTER SECTOR LEA","HI7","grade 4","read","all",101,98,49,11,38,46,3
2009,0,"CHARTER SECTOR LEA","HI7","grade 7","math","all",173,168,100,16,52,80,20
2009,0,"CHARTER SECTOR LEA","HI7","grade 7","read","all",173,168,79,13,76,70,9
2009,0,"CHARTER SECTOR LEA","HI7","grade 5","math","all",93,88,46,7,35,39,7
2009,0,"CHARTER SECTOR LEA","HI7","grade 5","read","all",93,88,41,12,35,40,1
2009,0,"CHARTER SECTOR LEA","HI7","grade 8","math","all",158,154,97,16,41,91,6
2009,0,"CHARTER SECTOR LEA","HI7","grade 8","read","all",158,153,84,9,60,73,11
2009,0,"CHARTER SECTOR LEA","HI7","grade 6","math","all",156,155,82,15,58,62,20
2009,0,"CHARTER SECTOR LEA","HI7","grade 6","read","all",156,155,94,10,51,92,2
2009,0,"CHARTER SECTOR LEA","HI7","grade 10","math","all",53,48,26,3,19,25,1
2009,0,"CHARTER SECTOR LEA","HI7","grade 10","read","all",53,48,21,1,26,18,3
2009,0,"CHARTER SECTOR LEA","WH7","all","math","all",246,243,214,6,23,101,113
2009,0,"CHARTER SECTOR LEA","WH7","all","read","all",246,243,221,1,21,145,76
2009,0,"CHARTER SECTOR LEA","WH7","grade 3","math","all",44,44,37,2,5,20,17
2009,0,"CHARTER SECTOR LEA","WH7","grade 3","read","all",44,44,38,0,6,31,7
2009,0,"CHARTER SECTOR LEA","WH7","grade 5","math","all",49,49,41,3,5,16,25
2009,0,"CHARTER SECTOR LEA","WH7","grade 5","read","all",49,49,47,1,1,37,10
2009,0,"CHARTER SECTOR LEA","WH7","grade 4","math","all",29,28,27,0,1,18,9
2009,0,"CHARTER SECTOR LEA","WH7","grade 4","read","all",29,28,25,0,3,13,12
2009,0,"CHARTER SECTOR LEA","WH7","grade 6","math","all",47,46,40,0,6,17,23
2009,0,"CHARTER SECTOR LEA","WH7","grade 6","read","all",47,46,44,0,2,30,14
2009,0,"CHARTER SECTOR LEA","WH7","grade 7","math","all",39,39,36,1,2,11,25
2009,0,"CHARTER SECTOR LEA","WH7","grade 7","read","all",39,39,36,0,3,15,21
2009,0,"CHARTER SECTOR LEA","WH7","grade 8","math","all",36,35,32,0,3,18,14
2009,0,"CHARTER SECTOR LEA","WH7","grade 8","read","all",36,35,30,0,5,19,11
2009,0,"CHARTER SECTOR LEA","SPED","all","math","all",1444,1355,252,541,562,241,11
2009,0,"CHARTER SECTOR LEA","SPED","all","read","all",1444,1355,235,344,776,231,4
2009,0,"CHARTER SECTOR LEA","SPED","grade 8","math","all",263,251,40,101,110,38,2
2009,0,"CHARTER SECTOR LEA","SPED","grade 8","read","all",263,250,50,50,150,49,1
2009,0,"CHARTER SECTOR LEA","SPED","grade 3","math","all",140,135,19,73,43,17,2
2009,0,"CHARTER SECTOR LEA","SPED","grade 3","read","all",140,136,22,53,61,22,0
2009,0,"CHARTER SECTOR LEA","SPED","grade 4","math","all",138,133,32,49,52,32,0
2009,0,"CHARTER SECTOR LEA","SPED","grade 4","read","all",138,133,18,38,77,18,0
2009,0,"CHARTER SECTOR LEA","SPED","grade 6","math","all",233,219,46,87,86,44,2
2009,0,"CHARTER SECTOR LEA","SPED","grade 6","read","all",233,219,55,53,111,54,1
2009,0,"CHARTER SECTOR LEA","SPED","grade 5","math","all",180,173,31,63,79,29,2
2009,0,"CHARTER SECTOR LEA","SPED","grade 5","read","all",180,173,24,59,90,24,0
2009,0,"CHARTER SECTOR LEA","SPED","grade 7","math","all",288,277,63,98,116,60,3
2009,0,"CHARTER SECTOR LEA","SPED","grade 7","read","all",288,277,44,58,175,44,0
2009,0,"CHARTER SECTOR LEA","SPED","grade 10","math","all",202,167,21,70,76,21,0
2009,0,"CHARTER SECTOR LEA","SPED","grade 10","read","all",202,167,22,33,112,20,2
2009,0,"CHARTER SECTOR LEA","LEP","all","math","all",677,648,282,99,267,246,36
2009,0,"CHARTER SECTOR LEA","LEP","all","read","all",677,645,247,84,314,244,3
2009,0,"CHARTER SECTOR LEA","LEP","grade 8","math","all",101,98,48,15,35,47,1
2009,0,"CHARTER SECTOR LEA","LEP","grade 8","read","all",101,96,35,10,51,35,0
2009,0,"CHARTER SECTOR LEA","LEP","grade 5","math","all",94,86,40,10,36,33,7
2009,0,"CHARTER SECTOR LEA","LEP","grade 5","read","all",94,86,35,15,36,33,2
2009,0,"CHARTER SECTOR LEA","LEP","grade 6","math","all",119,118,45,12,61,37,8
2009,0,"CHARTER SECTOR LEA","LEP","grade 6","read","all",119,117,57,7,53,57,0
2009,0,"CHARTER SECTOR LEA","LEP","grade 7","math","all",107,100,48,13,39,45,3
2009,0,"CHARTER SECTOR LEA","LEP","grade 7","read","all",107,100,27,10,63,27,0
2009,0,"CHARTER SECTOR LEA","LEP","grade 4","math","all",111,106,51,20,35,41,10
2009,0,"CHARTER SECTOR LEA","LEP","grade 4","read","all",111,106,43,17,46,43,0
2009,0,"CHARTER SECTOR LEA","LEP","grade 10","math","all",17,15,7,1,7,7,0
2009,0,"CHARTER SECTOR LEA","LEP","grade 10","read","all",17,15,3,1,11,3,0
2009,0,"CHARTER SECTOR LEA","LEP","grade 3","math","all",128,125,43,28,54,36,7
2009,0,"CHARTER SECTOR LEA","LEP","grade 3","read","all",128,125,47,24,54,46,1
2009,0,"CHARTER SECTOR LEA","Economy","all","math","all",8188,7953,3699,1250,3004,3022,677
2009,0,"CHARTER SECTOR LEA","Economy","all","read","all",8188,7957,3659,726,3572,3375,284
2009,0,"CHARTER SECTOR LEA","Economy","grade 8","math","all",1359,1335,667,188,480,597,70
2009,0,"CHARTER SECTOR LEA","Economy","grade 8","read","all",1359,1332,710,68,554,638,72
2009,0,"CHARTER SECTOR LEA","Economy","grade 3","math","all",983,973,338,231,404,245,93
2009,0,"CHARTER SECTOR LEA","Economy","grade 3","read","all",983,977,358,155,464,343,15
2009,0,"CHARTER SECTOR LEA","Economy","grade 6","math","all",1439,1404,659,206,539,533,126
2009,0,"CHARTER SECTOR LEA","Economy","grade 6","read","all",1439,1405,743,91,571,719,24
2009,0,"CHARTER SECTOR LEA","Economy","grade 4","math","all",944,924,404,164,356,328,76
2009,0,"CHARTER SECTOR LEA","Economy","grade 4","read","all",944,924,353,152,419,324,29
2009,0,"CHARTER SECTOR LEA","Economy","grade 5","math","all",1023,1011,415,148,448,313,102
2009,0,"CHARTER SECTOR LEA","Economy","grade 5","read","all",1023,1011,417,121,473,397,20
2009,0,"CHARTER SECTOR LEA","Economy","grade 7","math","all",1493,1470,848,171,451,680,168
2009,0,"CHARTER SECTOR LEA","Economy","grade 7","read","all",1493,1473,708,85,680,633,75
2009,0,"CHARTER SECTOR LEA","Economy","grade 10","math","all",947,836,368,142,326,326,42
2009,0,"CHARTER SECTOR LEA","Economy","grade 10","read","all",947,835,370,54,411,321,49
2009,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","All","all","math","all",21640,20056,8771,4302,6983,6516,2255
2009,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","All","all","read","all",21640,20069,8982,3058,8029,7622,1360
2009,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","All","grade 3","math","all",3794,3632,1686,669,1277,1094,592
2009,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","All","grade 3","read","all",3794,3628,1804,520,1304,1644,160
2009,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","All","grade 7","math","all",2678,2483,1013,592,878,804,209
2009,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","All","grade 7","read","all",2678,2490,896,427,1167,706,190
2009,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","All","grade 6","math","all",2633,2488,1009,578,901,765,244
2009,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","All","grade 6","read","all",2633,2490,1244,351,895,1105,139
2009,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","All","grade 4","math","all",3418,3274,1701,543,1030,1248,453
2009,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","All","grade 4","read","all",3418,3269,1537,524,1208,1273,264
2009,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","All","grade 5","math","all",3413,3245,1455,627,1163,1060,395
2009,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","All","grade 5","read","all",3413,3241,1511,433,1297,1342,169
2009,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","All","grade 8","math","all",2747,2512,912,685,915,782,130
2009,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","All","grade 8","read","all",2747,2524,966,468,1090,799,167
2009,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","All","grade 10","math","all",2957,2422,995,608,819,763,232
2009,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","All","grade 10","read","all",2957,2427,1024,335,1068,753,271
2009,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","MALE","all","math","all",11128,10149,4184,2530,3435,3078,1106
2009,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","MALE","all","read","all",11128,10159,3957,2016,4186,3436,521
2009,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","MALE","grade 3","math","all",1929,1844,834,372,638,548,286
2009,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","MALE","grade 3","read","all",1929,1839,833,323,683,769,64
2009,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","MALE","grade 7","math","all",1372,1248,477,346,425,385,92
2009,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","MALE","grade 7","read","all",1372,1252,392,282,578,328,64
2009,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","MALE","grade 5","math","all",1795,1688,726,374,588,509,217
2009,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","MALE","grade 5","read","all",1795,1688,694,297,697,622,72
2009,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","MALE","grade 8","math","all",1442,1295,430,423,442,370,60
2009,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","MALE","grade 8","read","all",1442,1302,395,333,574,342,53
2009,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","MALE","grade 6","math","all",1373,1282,461,364,457,336,125
2009,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","MALE","grade 6","read","all",1373,1284,570,232,482,516,54
2009,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","MALE","grade 10","math","all",1469,1134,438,326,370,325,113
2009,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","MALE","grade 10","read","all",1469,1141,414,214,513,302,112
2009,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","MALE","grade 4","math","all",1748,1658,818,325,515,605,213
2009,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","MALE","grade 4","read","all",1748,1653,659,335,659,557,102
2009,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","FEMALE","all","math","all",10512,9907,4587,1772,3548,3438,1149
2009,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","FEMALE","all","read","all",10512,9910,5025,1042,3843,4186,839
2009,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","FEMALE","grade 6","math","all",1260,1206,548,214,444,429,119
2009,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","FEMALE","grade 6","read","all",1260,1206,674,119,413,589,85
2009,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","FEMALE","grade 4","math","all",1670,1616,883,218,515,643,240
2009,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","FEMALE","grade 4","read","all",1670,1616,878,189,549,716,162
2009,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","FEMALE","grade 3","math","all",1865,1788,852,297,639,546,306
2009,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","FEMALE","grade 3","read","all",1865,1789,971,197,621,875,96
2009,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","FEMALE","grade 8","math","all",1305,1217,482,262,473,412,70
2009,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","FEMALE","grade 8","read","all",1305,1222,571,135,516,457,114
2009,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","FEMALE","grade 5","math","all",1618,1557,729,253,575,551,178
2009,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","FEMALE","grade 5","read","all",1618,1553,817,136,600,720,97
2009,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","FEMALE","grade 7","math","all",1306,1235,536,246,453,419,117
2009,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","FEMALE","grade 7","read","all",1306,1238,504,145,589,378,126
2009,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","FEMALE","grade 10","math","all",1488,1288,557,282,449,438,119
2009,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","FEMALE","grade 10","read","all",1488,1286,610,121,555,451,159
2009,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","AM7","all","math","all",24,24,19,2,3,11,8
2009,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","AM7","all","read","all",24,24,19,2,3,16,3
2009,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","AS7","all","math","all",394,363,300,11,52,140,160
2009,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","AS7","all","read","all",394,361,269,11,81,204,65
2009,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","AS7","grade 5","math","all",60,54,44,3,7,15,29
2009,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","AS7","grade 5","read","all",60,54,40,2,12,33,7
2009,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","AS7","grade 4","math","all",70,64,52,0,12,27,25
2009,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","AS7","grade 4","read","all",70,64,48,3,13,32,16
2009,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","AS7","grade 3","math","all",83,76,61,3,12,32,29
2009,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","AS7","grade 3","read","all",83,75,54,2,19,49,5
2009,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","AS7","grade 10","math","all",45,43,35,3,5,19,16
2009,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","AS7","grade 10","read","all",45,43,32,2,9,24,8
2009,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","AS7","grade 6","math","all",40,38,32,1,5,14,18
2009,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","AS7","grade 6","read","all",40,38,32,1,5,27,5
2009,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","AS7","grade 7","math","all",48,45,37,1,7,15,22
2009,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","AS7","grade 7","read","all",48,45,34,0,11,22,12
2009,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","AS7","grade 8","math","all",48,43,39,0,4,18,21
2009,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","AS7","grade 8","read","all",48,42,29,1,12,17,12
2009,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","BL7","all","math","all",17326,16013,6030,3947,6036,4931,1099
2009,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","BL7","all","read","all",17326,16036,6328,2723,6985,5698,630
2009,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","BL7","grade 3","math","all",2870,2746,1102,590,1054,770,332
2009,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","BL7","grade 3","read","all",2870,2746,1222,436,1088,1145,77
2009,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","BL7","grade 7","math","all",2219,2058,736,540,782,654,82
2009,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","BL7","grade 7","read","all",2219,2064,638,389,1037,549,89
2009,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","BL7","grade 6","math","all",2119,2002,681,539,782,571,110
2009,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","BL7","grade 6","read","all",2119,2005,894,316,795,835,59
2009,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","BL7","grade 4","math","all",2642,2540,1158,504,878,931,227
2009,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","BL7","grade 4","read","all",2642,2535,1059,458,1018,937,122
2009,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","BL7","grade 5","math","all",2701,2564,1006,565,993,823,183
2009,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","BL7","grade 5","read","all",2701,2568,1056,390,1122,1002,54
2009,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","BL7","grade 8","math","all",2308,2112,644,643,825,603,41
2009,1,"DISTRICT OF COLUMBIA PUBLIC SCHOOLS","BL7","grade 8","read","all",2308,2124,719,428,977,645,74
