"fiscal_year","lea_code","lea_name","indicator","value","target","weight","target_dir","on_target"
2012,126,"Integrated Design Electronics Academy (IDEA) PCS","10",1,0,1,"down",FALSE
2012,126,"Integrated Design Electronics Academy (IDEA) PCS","11",NA,1,1,"up",NA
2012,126,"Integrated Design Electronics Academy (IDEA) PCS","12",NA,1,1,"up",NA
2012,126,"Integrated Design Electronics Academy (IDEA) PCS","13",0.4,1,1,"up",FALSE
2012,126,"Integrated Design Electronics Academy (IDEA) PCS","14_a",0.0909,0.27,0.3333,"up",FALSE
2012,126,"Integrated Design Electronics Academy (IDEA) PCS","14_b",0.0909,0.51,0.3333,"up",FALSE
2012,126,"Integrated Design Electronics Academy (IDEA) PCS","14_c",0.0909,0.64,0.3333,"up",FALSE
2012,126,"Integrated Design Electronics Academy (IDEA) PCS","15",0.5,NA,NA,NA,NA
2012,126,"Integrated Design Electronics Academy (IDEA) PCS","18",NA,NA,NA,NA,NA
2012,126,"Integrated Design Electronics Academy (IDEA) PCS","19",NA,NA,NA,NA,NA
2012,126,"Integrated Design Electronics Academy (IDEA) PCS","2",NA,0.06,1,"down",NA
2012,126,"Integrated Design Electronics Academy (IDEA) PCS","20",NA,NA,NA,NA,NA
2012,126,"Integrated Design Electronics Academy (IDEA) PCS","3a",NA,0.5,0.3333,"up",NA
2012,126,"Integrated Design Electronics Academy (IDEA) PCS","3b_math",NA,0.95,0.1667,"up",NA
2012,126,"Integrated Design Electronics Academy (IDEA) PCS","3b_reading",NA,0.95,0.1667,"up",NA
2012,126,"Integrated Design Electronics Academy (IDEA) PCS","3c_elem.math",NA,NA,NA,NA,NA
2012,126,"Integrated Design Electronics Academy (IDEA) PCS","3c_elem.reading",NA,NA,NA,NA,NA
2012,126,"Integrated Design Electronics Academy (IDEA) PCS","3c_sec.math",0.125,NA,NA,NA,NA
2012,126,"Integrated Design Electronics Academy (IDEA) PCS","3c_sec.reading",0.125,NA,NA,NA,NA
2012,126,"Integrated Design Electronics Academy (IDEA) PCS","4a",0,0,0.5,"down",TRUE
2012,126,"Integrated Design Electronics Academy (IDEA) PCS","4b_a",0,0,0.25,"down",TRUE
2012,126,"Integrated Design Electronics Academy (IDEA) PCS","4b_b",NA,0,0.25,"down",NA
2012,126,"Integrated Design Electronics Academy (IDEA) PCS","5a",0.5,0.175,0.3333,"up",TRUE
2012,126,"Integrated Design Electronics Academy (IDEA) PCS","5b",0.11,0.15,0.3333,"down",TRUE
2012,126,"Integrated Design Electronics Academy (IDEA) PCS","5c",0.07,0.15,0.3333,"down",TRUE
2012,126,"Integrated Design Electronics Academy (IDEA) PCS","6a",NA,0.63,0.5,"up",NA
2012,126,"Integrated Design Electronics Academy (IDEA) PCS","6b",NA,0.15,0.5,"down",NA
2012,126,"Integrated Design Electronics Academy (IDEA) PCS","7a_a",NA,0.7,0.1667,"up",NA
2012,126,"Integrated Design Electronics Academy (IDEA) PCS","7a_b",NA,0.6,0.1667,"up",NA
2012,126,"Integrated Design Electronics Academy (IDEA) PCS","7b_a",NA,0.9,0.1667,"up",NA
2012,126,"Integrated Design Electronics Academy (IDEA) PCS","7b_b",NA,0.6,0.1667,"up",NA
2012,126,"Integrated Design Electronics Academy (IDEA) PCS","7c_a",NA,0.6,0.1667,"up",NA
2012,126,"Integrated Design Electronics Academy (IDEA) PCS","7c_b",NA,0.8,0.1667,"up",NA
2012,126,"Integrated Design Electronics Academy (IDEA) PCS","8",NA,0.75,1,"up",NA
2012,126,"Integrated Design Electronics Academy (IDEA) PCS","9",1,0,1,"down",FALSE
2012,127,"Ideal Academy PCS","1",NA,0.85,1,"up",NA
2012,127,"Ideal Academy PCS","10",NA,0,1,"down",NA
2012,127,"Ideal Academy PCS","11",NA,1,1,"up",NA
2012,127,"Ideal Academy PCS","12",NA,1,1,"up",NA
2012,127,"Ideal Academy PCS","13",NA,1,1,"up",NA
2012,127,"Ideal Academy PCS","14_a",NA,0.27,0.3333,"up",NA
2012,127,"Ideal Academy PCS","14_b",NA,0.51,0.3333,"up",NA
2012,127,"Ideal Academy PCS","14_c",NA,0.64,0.3333,"up",NA
2012,127,"Ideal Academy PCS","15",NA,NA,NA,NA,NA
2012,127,"Ideal Academy PCS","18",NA,NA,NA,NA,NA
2012,127,"Ideal Academy PCS","19",NA,NA,NA,NA,NA
2012,127,"Ideal Academy PCS","2",NA,0.06,1,"down",NA
2012,127,"Ideal Academy PCS","20",NA,NA,NA,NA,NA
2012,127,"Ideal Academy PCS","3a",NA,0.5,0.3333,"up",NA
2012,127,"Ideal Academy PCS","3b_math",NA,0.95,0.1667,"up",NA
2012,127,"Ideal Academy PCS","3b_reading",NA,0.95,0.1667,"up",NA
2012,127,"Ideal Academy PCS","3c_elem.math",0.125,NA,NA,NA,NA
2012,127,"Ideal Academy PCS","3c_elem.reading",0.125,NA,NA,NA,NA
2012,127,"Ideal Academy PCS","3c_sec.math",0.25,NA,NA,NA,NA
2012,127,"Ideal Academy PCS","3c_sec.reading",0,NA,NA,NA,NA
2012,127,"Ideal Academy PCS","4a",NA,0,0.5,"down",NA
2012,127,"Ideal Academy PCS","4b_a",NA,0,0.25,"down",NA
2012,127,"Ideal Academy PCS","4b_b",NA,0,0.25,"down",NA
2012,127,"Ideal Academy PCS","5a",NA,0.175,0.3333,"up",NA
2012,127,"Ideal Academy PCS","5b",NA,0.15,0.3333,"down",NA
2012,127,"Ideal Academy PCS","5c",NA,0.15,0.3333,"down",NA
2012,127,"Ideal Academy PCS","6a",NA,0.63,0.5,"up",NA
2012,127,"Ideal Academy PCS","6b",NA,0.15,0.5,"down",NA
2012,127,"Ideal Academy PCS","7a_a",NA,0.7,0.1667,"up",NA
2012,127,"Ideal Academy PCS","7a_b",NA,0.6,0.1667,"up",NA
2012,127,"Ideal Academy PCS","7b_a",NA,0.9,0.1667,"up",NA
2012,127,"Ideal Academy PCS","7b_b",NA,0.6,0.1667,"up",NA
2012,127,"Ideal Academy PCS","7c_a",NA,0.6,0.1667,"up",NA
2012,127,"Ideal Academy PCS","7c_b",NA,0.8,0.1667,"up",NA
2012,127,"Ideal Academy PCS","8",NA,0.75,1,"up",NA
2012,127,"Ideal Academy PCS","9",NA,0,1,"down",NA
2012,129,"KIPP DC PCS","1",NA,0.85,1,"up",NA
2012,129,"KIPP DC PCS","10",NA,0,1,"down",NA
2012,129,"KIPP DC PCS","11",NA,1,1,"up",NA
2012,129,"KIPP DC PCS","12",NA,1,1,"up",NA
2012,129,"KIPP DC PCS","13",NA,1,1,"up",NA
2012,129,"KIPP DC PCS","14_a",NA,0.27,0.3333,"up",NA
2012,129,"KIPP DC PCS","14_b",NA,0.51,0.3333,"up",NA
2012,129,"KIPP DC PCS","14_c",NA,0.64,0.3333,"up",NA
2012,129,"KIPP DC PCS","15",NA,NA,NA,NA,NA
2012,129,"KIPP DC PCS","18",NA,NA,NA,NA,NA
2012,129,"KIPP DC PCS","19",NA,NA,NA,NA,NA
2012,129,"KIPP DC PCS","2",NA,0.06,1,"down",NA
2012,129,"KIPP DC PCS","20",NA,NA,NA,NA,NA
2012,129,"KIPP DC PCS","3a",0,0.5,0.3333,"up",FALSE
2012,129,"KIPP DC PCS","3b_math",1,0.95,0.1667,"up",TRUE
2012,129,"KIPP DC PCS","3b_reading",1,0.95,0.1667,"up",TRUE
2012,129,"KIPP DC PCS","3c_elem.math",0.4779,NA,NA,NA,NA
2012,129,"KIPP DC PCS","3c_elem.reading",0.2035,NA,NA,NA,NA
2012,129,"KIPP DC PCS","3c_sec.math",0.5843,NA,NA,NA,NA
2012,129,"KIPP DC PCS","3c_sec.reading",0.3258,NA,NA,NA,NA
2012,129,"KIPP DC PCS","4a",NA,0,0.5,"down",NA
2012,129,"KIPP DC PCS","4b_a",NA,0,0.25,"down",NA
2012,129,"KIPP DC PCS","4b_b",NA,0,0.25,"down",NA
2012,129,"KIPP DC PCS","5a",NA,0.175,0.3333,"up",NA
2012,129,"KIPP DC PCS","5b",NA,0.15,0.3333,"down",NA
2012,129,"KIPP DC PCS","5c",NA,0.15,0.3333,"down",NA
2012,129,"KIPP DC PCS","6a",NA,0.63,0.5,"up",NA
2012,129,"KIPP DC PCS","6b",NA,0.15,0.5,"down",NA
2012,129,"KIPP DC PCS","7a_a",NA,0.7,0.1667,"up",NA
2012,129,"KIPP DC PCS","7a_b",NA,0.6,0.1667,"up",NA
2012,129,"KIPP DC PCS","7b_a",NA,0.9,0.1667,"up",NA
2012,129,"KIPP DC PCS","7b_b",NA,0.6,0.1667,"up",NA
2012,129,"KIPP DC PCS","7c_a",NA,0.6,0.1667,"up",NA
2012,129,"KIPP DC PCS","7c_b",NA,0.8,0.1667,"up",NA
2012,129,"KIPP DC PCS","8",NA,0.75,1,"up",NA
2012,129,"KIPP DC PCS","9",NA,0,1,"down",NA
2012,130,"Latin America Montessori Bilingual (LAMB) PCS","1",NA,0.85,1,"up",NA
2012,130,"Latin America Montessori Bilingual (LAMB) PCS","10",NA,0,1,"down",NA
2012,130,"Latin America Montessori Bilingual (LAMB) PCS","11",NA,1,1,"up",NA
2012,130,"Latin America Montessori Bilingual (LAMB) PCS","12",NA,1,1,"up",NA
2012,130,"Latin America Montessori Bilingual (LAMB) PCS","13",NA,1,1,"up",NA
2012,130,"Latin America Montessori Bilingual (LAMB) PCS","14_a",NA,0.27,0.3333,"up",NA
2012,130,"Latin America Montessori Bilingual (LAMB) PCS","14_b",NA,0.51,0.3333,"up",NA
2012,130,"Latin America Montessori Bilingual (LAMB) PCS","14_c",NA,0.64,0.3333,"up",NA
2012,130,"Latin America Montessori Bilingual (LAMB) PCS","15",1,NA,NA,NA,NA
2012,130,"Latin America Montessori Bilingual (LAMB) PCS","18",NA,NA,NA,NA,NA
2012,130,"Latin America Montessori Bilingual (LAMB) PCS","19",NA,NA,NA,NA,NA
2012,130,"Latin America Montessori Bilingual (LAMB) PCS","2",NA,0.06,1,"down",NA
2012,130,"Latin America Montessori Bilingual (LAMB) PCS","20",NA,NA,NA,NA,NA
2012,130,"Latin America Montessori Bilingual (LAMB) PCS","3a",NA,0.5,0.3333,"up",NA
2012,130,"Latin America Montessori Bilingual (LAMB) PCS","3b_math",NA,0.95,0.1667,"up",NA
2012,130,"Latin America Montessori Bilingual (LAMB) PCS","3b_reading",NA,0.95,0.1667,"up",NA
2012,130,"Latin America Montessori Bilingual (LAMB) PCS","3c_elem.math",0.4286,NA,NA,NA,NA
2012,130,"Latin America Montessori Bilingual (LAMB) PCS","3c_elem.reading",0.4286,NA,NA,NA,NA
2012,130,"Latin America Montessori Bilingual (LAMB) PCS","3c_sec.math",NA,NA,NA,NA,NA
2012,130,"Latin America Montessori Bilingual (LAMB) PCS","3c_sec.reading",NA,NA,NA,NA,NA
2012,130,"Latin America Montessori Bilingual (LAMB) PCS","4a",NA,0,0.5,"down",NA
2012,130,"Latin America Montessori Bilingual (LAMB) PCS","4b_a",NA,0,0.25,"down",NA
2012,130,"Latin America Montessori Bilingual (LAMB) PCS","4b_b",NA,0,0.25,"down",NA
2012,130,"Latin America Montessori Bilingual (LAMB) PCS","5a",0.95,0.175,0.3333,"up",TRUE
2012,130,"Latin America Montessori Bilingual (LAMB) PCS","5b",0,0.15,0.3333,"down",TRUE
2012,130,"Latin America Montessori Bilingual (LAMB) PCS","5c",0,0.15,0.3333,"down",TRUE
2012,130,"Latin America Montessori Bilingual (LAMB) PCS","6a",1,0.63,0.5,"up",TRUE
2012,130,"Latin America Montessori Bilingual (LAMB) PCS","6b",0,0.15,0.5,"down",TRUE
2012,130,"Latin America Montessori Bilingual (LAMB) PCS","7a_a",0.75,0.7,0.1667,"up",TRUE
2012,130,"Latin America Montessori Bilingual (LAMB) PCS","7a_b",0.2,0.6,0.1667,"up",FALSE
2012,130,"Latin America Montessori Bilingual (LAMB) PCS","7b_a",0.8,0.9,0.1667,"up",FALSE
2012,130,"Latin America Montessori Bilingual (LAMB) PCS","7b_b",0.4,0.6,0.1667,"up",FALSE
2012,130,"Latin America Montessori Bilingual (LAMB) PCS","7c_a",1,0.6,0.1667,"up",TRUE
2012,130,"Latin America Montessori Bilingual (LAMB) PCS","7c_b",0.2,0.8,0.1667,"up",FALSE
2012,130,"Latin America Montessori Bilingual (LAMB) PCS","8",NA,0.75,1,"up",NA
2012,130,"Latin America Montessori Bilingual (LAMB) PCS","9",NA,0,1,"down",NA
2012,131,"Youthbuild PCS","1",NA,0.85,1,"up",NA
2012,131,"Youthbuild PCS","10",NA,0,1,"down",NA
2012,131,"Youthbuild PCS","11",NA,1,1,"up",NA
2012,131,"Youthbuild PCS","12",NA,1,1,"up",NA
2012,131,"Youthbuild PCS","13",NA,1,1,"up",NA
2012,131,"Youthbuild PCS","14_a",NA,0.27,0.3333,"up",NA
2012,131,"Youthbuild PCS","14_b",NA,0.51,0.3333,"up",NA
2012,131,"Youthbuild PCS","14_c",NA,0.64,0.3333,"up",NA
2012,131,"Youthbuild PCS","15",NA,NA,NA,NA,NA
2012,131,"Youthbuild PCS","18",NA,NA,NA,NA,NA
2012,131,"Youthbuild PCS","19",NA,NA,NA,NA,NA
2012,131,"Youthbuild PCS","2",NA,0.06,1,"down",NA
2012,131,"Youthbuild PCS","20",NA,NA,NA,NA,NA
2012,131,"Youthbuild PCS","3a",NA,0.5,0.3333,"up",NA
2012,131,"Youthbuild PCS","3b_math",NA,0.95,0.1667,"up",NA
2012,131,"Youthbuild PCS","3b_reading",NA,0.95,0.1667,"up",NA
2012,131,"Youthbuild PCS","3c_elem.math",NA,NA,NA,NA,NA
2012,131,"Youthbuild PCS","3c_elem.reading",NA,NA,NA,NA,NA
2012,131,"Youthbuild PCS","3c_sec.math",NA,NA,NA,NA,NA
2012,131,"Youthbuild PCS","3c_sec.reading",NA,NA,NA,NA,NA
2012,131,"Youthbuild PCS","4a",NA,0,0.5,"down",NA
2012,131,"Youthbuild PCS","4b_a",NA,0,0.25,"down",NA
2012,131,"Youthbuild PCS","4b_b",NA,0,0.25,"down",NA
2012,131,"Youthbuild PCS","5a",NA,0.175,0.3333,"up",NA
2012,131,"Youthbuild PCS","5b",NA,0.15,0.3333,"down",NA
2012,131,"Youthbuild PCS","5c",NA,0.15,0.3333,"down",NA
2012,131,"Youthbuild PCS","6a",NA,0.63,0.5,"up",NA
2012,131,"Youthbuild PCS","6b",NA,0.15,0.5,"down",NA
2012,131,"Youthbuild PCS","7a_a",NA,0.7,0.1667,"up",NA
2012,131,"Youthbuild PCS","7a_b",NA,0.6,0.1667,"up",NA
2012,131,"Youthbuild PCS","7b_a",NA,0.9,0.1667,"up",NA
2012,131,"Youthbuild PCS","7b_b",NA,0.6,0.1667,"up",NA
2012,131,"Youthbuild PCS","7c_a",NA,0.6,0.1667,"up",NA
2012,131,"Youthbuild PCS","7c_b",NA,0.8,0.1667,"up",NA
2012,131,"Youthbuild PCS","8",NA,0.75,1,"up",NA
2012,131,"Youthbuild PCS","9",NA,0,1,"down",NA
2012,132,"Mary McLeod Bethune  PCS","1",NA,0.85,1,"up",NA
2012,132,"Mary McLeod Bethune  PCS","10",0,0,1,"down",TRUE
2012,132,"Mary McLeod Bethune  PCS","11",0.73,1,1,"up",FALSE
2012,132,"Mary McLeod Bethune  PCS","12",NA,1,1,"up",NA
2012,132,"Mary McLeod Bethune  PCS","13",NA,1,1,"up",NA
2012,132,"Mary McLeod Bethune  PCS","14_a",NA,0.27,0.3333,"up",NA
2012,132,"Mary McLeod Bethune  PCS","14_b",NA,0.51,0.3333,"up",NA
2012,132,"Mary McLeod Bethune  PCS","14_c",NA,0.64,0.3333,"up",NA
2012,132,"Mary McLeod Bethune  PCS","15",1,NA,NA,NA,NA
2012,132,"Mary McLeod Bethune  PCS","18",NA,NA,NA,NA,NA
2012,132,"Mary McLeod Bethune  PCS","19",NA,NA,NA,NA,NA
2012,132,"Mary McLeod Bethune  PCS","2",NA,0.06,1,"down",NA
2012,132,"Mary McLeod Bethune  PCS","20",NA,NA,NA,NA,NA
2012,132,"Mary McLeod Bethune  PCS","3a",0,0.5,0.3333,"up",FALSE
2012,132,"Mary McLeod Bethune  PCS","3b_math",1,0.95,0.1667,"up",TRUE
2012,132,"Mary McLeod Bethune  PCS","3b_reading",1,0.95,0.1667,"up",TRUE
2012,132,"Mary McLeod Bethune  PCS","3c_elem.math",0.2,NA,NA,NA,NA
2012,132,"Mary McLeod Bethune  PCS","3c_elem.reading",0.0667,NA,NA,NA,NA
2012,132,"Mary McLeod Bethune  PCS","3c_sec.math",0.6667,NA,NA,NA,NA
2012,132,"Mary McLeod Bethune  PCS","3c_sec.reading",0.1667,NA,NA,NA,NA
2012,132,"Mary McLeod Bethune  PCS","4a",0,0,0.5,"down",TRUE
2012,132,"Mary McLeod Bethune  PCS","4b_a",0,0,0.25,"down",TRUE
2012,132,"Mary McLeod Bethune  PCS","4b_b",NA,0,0.25,"down",NA
2012,132,"Mary McLeod Bethune  PCS","5a",0.91,0.175,0.3333,"up",TRUE
2012,132,"Mary McLeod Bethune  PCS","5b",0,0.15,0.3333,"down",TRUE
2012,132,"Mary McLeod Bethune  PCS","5c",0.05,0.15,0.3333,"down",TRUE
2012,132,"Mary McLeod Bethune  PCS","6a",NA,0.63,0.5,"up",NA
2012,132,"Mary McLeod Bethune  PCS","6b",NA,0.15,0.5,"down",NA
2012,132,"Mary McLeod Bethune  PCS","7a_a",0,0.7,0.1667,"up",FALSE
2012,132,"Mary McLeod Bethune  PCS","7a_b",1,0.6,0.1667,"up",TRUE
2012,132,"Mary McLeod Bethune  PCS","7b_a",0,0.9,0.1667,"up",FALSE
2012,132,"Mary McLeod Bethune  PCS","7b_b",1,0.6,0.1667,"up",TRUE
2012,132,"Mary McLeod Bethune  PCS","7c_a",0,0.6,0.1667,"up",FALSE
2012,132,"Mary McLeod Bethune  PCS","7c_b",1,0.8,0.1667,"up",TRUE
2012,132,"Mary McLeod Bethune  PCS","8",NA,0.75,1,"up",NA
2012,132,"Mary McLeod Bethune  PCS","9",1,0,1,"down",FALSE
2012,133,"Maya Angelou PCS","1",0.4118,0.85,1,"up",FALSE
2012,133,"Maya Angelou PCS","10",0,0,1,"down",TRUE
2012,133,"Maya Angelou PCS","11",0.78,1,1,"up",FALSE
2012,133,"Maya Angelou PCS","12",NA,1,1,"up",NA
2012,133,"Maya Angelou PCS","13",0.25,1,1,"up",FALSE
2012,133,"Maya Angelou PCS","14_a",0.5,0.27,0.3333,"up",TRUE
2012,133,"Maya Angelou PCS","14_b",0.5,0.51,0.3333,"up",FALSE
2012,133,"Maya Angelou PCS","14_c",0.5,0.64,0.3333,"up",FALSE
2012,133,"Maya Angelou PCS","15",0.89,NA,NA,NA,NA
2012,133,"Maya Angelou PCS","18",NA,NA,NA,NA,NA
2012,133,"Maya Angelou PCS","19",NA,NA,NA,NA,NA
2012,133,"Maya Angelou PCS","2",0.06,0.06,1,"down",TRUE
2012,133,"Maya Angelou PCS","20",NA,NA,NA,NA,NA
2012,133,"Maya Angelou PCS","3a",0,0.5,0.3333,"up",FALSE
2012,133,"Maya Angelou PCS","3b_math",0.97,0.95,0.1667,"up",TRUE
2012,133,"Maya Angelou PCS","3b_reading",0.97,0.95,0.1667,"up",TRUE
2012,133,"Maya Angelou PCS","3c_elem.math",0,NA,NA,NA,NA
2012,133,"Maya Angelou PCS","3c_elem.reading",0,NA,NA,NA,NA
2012,133,"Maya Angelou PCS","3c_sec.math",0.1176,NA,NA,NA,NA
2012,133,"Maya Angelou PCS","3c_sec.reading",0.0392,NA,NA,NA,NA
2012,133,"Maya Angelou PCS","4a",1,0,0.5,"down",FALSE
2012,133,"Maya Angelou PCS","4b_a",1,0,0.25,"down",FALSE
2012,133,"Maya Angelou PCS","4b_b",1,0,0.25,"down",FALSE
2012,133,"Maya Angelou PCS","5a",0.77,0.175,0.3333,"up",TRUE
2012,133,"Maya Angelou PCS","5b",0.09,0.15,0.3333,"down",TRUE
2012,133,"Maya Angelou PCS","5c",0.06,0.15,0.3333,"down",TRUE
2012,133,"Maya Angelou PCS","6a",NA,0.63,0.5,"up",NA
2012,133,"Maya Angelou PCS","6b",NA,0.15,0.5,"down",NA
2012,133,"Maya Angelou PCS","7a_a",NA,0.7,0.1667,"up",NA
2012,133,"Maya Angelou PCS","7a_b",NA,0.6,0.1667,"up",NA
2012,133,"Maya Angelou PCS","7b_a",NA,0.9,0.1667,"up",NA
2012,133,"Maya Angelou PCS","7b_b",NA,0.6,0.1667,"up",NA
2012,133,"Maya Angelou PCS","7c_a",NA,0.6,0.1667,"up",NA
2012,133,"Maya Angelou PCS","7c_b",NA,0.8,0.1667,"up",NA
2012,133,"Maya Angelou PCS","8",NA,0.75,1,"up",NA
2012,133,"Maya Angelou PCS","9",0,0,1,"down",TRUE
2012,135,"Meridian PCS","1",NA,0.85,1,"up",NA
2012,135,"Meridian PCS","10",1,0,1,"down",FALSE
2012,135,"Meridian PCS","11",0.82,1,1,"up",FALSE
2012,135,"Meridian PCS","12",NA,1,1,"up",NA
2012,135,"Meridian PCS","13",NA,1,1,"up",NA
2012,135,"Meridian PCS","14_a",NA,0.27,0.3333,"up",NA
2012,135,"Meridian PCS","14_b",NA,0.51,0.3333,"up",NA
2012,135,"Meridian PCS","14_c",NA,0.64,0.3333,"up",NA
2012,135,"Meridian PCS","15",0.83,NA,NA,NA,NA
2012,135,"Meridian PCS","18",NA,NA,NA,NA,NA
2012,135,"Meridian PCS","19",NA,NA,NA,NA,NA
2012,135,"Meridian PCS","2",NA,0.06,1,"down",NA
2012,135,"Meridian PCS","20",NA,NA,NA,NA,NA
2012,135,"Meridian PCS","3a",0,0.5,0.3333,"up",FALSE
2012,135,"Meridian PCS","3b_math",1,0.95,0.1667,"up",TRUE
2012,135,"Meridian PCS","3b_reading",0.982,0.95,0.1667,"up",TRUE
2012,135,"Meridian PCS","3c_elem.math",0.2558,NA,NA,NA,NA
2012,135,"Meridian PCS","3c_elem.reading",0.3333,NA,NA,NA,NA
2012,135,"Meridian PCS","3c_sec.math",0.5,NA,NA,NA,NA
2012,135,"Meridian PCS","3c_sec.reading",0.1667,NA,NA,NA,NA
2012,135,"Meridian PCS","4a",0,0,0.5,"down",TRUE
2012,135,"Meridian PCS","4b_a",0,0,0.25,"down",TRUE
2012,135,"Meridian PCS","4b_b",NA,0,0.25,"down",NA
2012,135,"Meridian PCS","5a",0.64,0.175,0.3333,"up",TRUE
2012,135,"Meridian PCS","5b",0.03,0.15,0.3333,"down",TRUE
2012,135,"Meridian PCS","5c",0.07,0.15,0.3333,"down",TRUE
2012,135,"Meridian PCS","6a",1,0.63,0.5,"up",TRUE
2012,135,"Meridian PCS","6b",0,0.15,0.5,"down",TRUE
2012,135,"Meridian PCS","7a_a",0.75,0.7,0.1667,"up",TRUE
2012,135,"Meridian PCS","7a_b",0.63,0.6,0.1667,"up",TRUE
2012,135,"Meridian PCS","7b_a",0.88,0.9,0.1667,"up",FALSE
2012,135,"Meridian PCS","7b_b",0.5,0.6,0.1667,"up",FALSE
2012,135,"Meridian PCS","7c_a",0.8,0.6,0.1667,"up",TRUE
2012,135,"Meridian PCS","7c_b",0.88,0.8,0.1667,"up",TRUE
2012,135,"Meridian PCS","8",NA,0.75,1,"up",NA
2012,135,"Meridian PCS","9",0,0,1,"down",TRUE
2012,137,"Options PCS","1",0.5116,0.85,1,"up",FALSE
2012,137,"Options PCS","10",0,0,1,"down",TRUE
2012,137,"Options PCS","11",0.91,1,1,"up",FALSE
2012,137,"Options PCS","12",NA,1,1,"up",NA
2012,137,"Options PCS","13",0.58,1,1,"up",FALSE
2012,137,"Options PCS","14_a",0.1538,0.27,0.3333,"up",FALSE
2012,137,"Options PCS","14_b",0.1538,0.51,0.3333,"up",FALSE
2012,137,"Options PCS","14_c",0.1538,0.64,0.3333,"up",FALSE
2012,137,"Options PCS","15",0.93,NA,NA,NA,NA
2012,137,"Options PCS","18",NA,NA,NA,NA,NA
2012,137,"Options PCS","19",NA,NA,NA,NA,NA
2012,137,"Options PCS","2",0.07,0.06,1,"down",FALSE
2012,137,"Options PCS","20",NA,NA,NA,NA,NA
2012,137,"Options PCS","3a",0,0.5,0.3333,"up",FALSE
2012,137,"Options PCS","3b_math",1,0.95,0.1667,"up",TRUE
2012,137,"Options PCS","3b_reading",1,0.95,0.1667,"up",TRUE
2012,137,"Options PCS","3c_elem.math",0.2941,NA,NA,NA,NA
2012,137,"Options PCS","3c_elem.reading",0.1765,NA,NA,NA,NA
2012,137,"Options PCS","3c_sec.math",0.117,NA,NA,NA,NA
2012,137,"Options PCS","3c_sec.reading",0.1277,NA,NA,NA,NA
2012,137,"Options PCS","4a",1,0,0.5,"down",FALSE
2012,137,"Options PCS","4b_a",0,0,0.25,"down",TRUE
2012,137,"Options PCS","4b_b",0,0,0.25,"down",TRUE
2012,137,"Options PCS","5a",0,0.175,0.3333,"up",FALSE
2012,137,"Options PCS","5b",0,0.15,0.3333,"down",TRUE
2012,137,"Options PCS","5c",1,0.15,0.3333,"down",FALSE
2012,137,"Options PCS","6a",NA,0.63,0.5,"up",NA
2012,137,"Options PCS","6b",NA,0.15,0.5,"down",NA
2012,137,"Options PCS","7a_a",NA,0.7,0.1667,"up",NA
2012,137,"Options PCS","7a_b",NA,0.6,0.1667,"up",NA
2012,137,"Options PCS","7b_a",NA,0.9,0.1667,"up",NA
2012,137,"Options PCS","7b_b",NA,0.6,0.1667,"up",NA
2012,137,"Options PCS","7c_a",NA,0.6,0.1667,"up",NA
2012,137,"Options PCS","7c_b",NA,0.8,0.1667,"up",NA
2012,137,"Options PCS","8",NA,0.75,1,"up",NA
2012,137,"Options PCS","9",0,0,1,"down",TRUE
2012,138,"Paul PCS","1",NA,0.85,1,"up",NA
2012,138,"Paul PCS","10",NA,0,1,"down",NA
2012,138,"Paul PCS","11",NA,1,1,"up",NA
2012,138,"Paul PCS","12",NA,1,1,"up",NA
2012,138,"Paul PCS","13",NA,1,1,"up",NA
2012,138,"Paul PCS","14_a",NA,0.27,0.3333,"up",NA
2012,138,"Paul PCS","14_b",NA,0.51,0.3333,"up",NA
2012,138,"Paul PCS","14_c",NA,0.64,0.3333,"up",NA
2012,138,"Paul PCS","15",NA,NA,NA,NA,NA
2012,138,"Paul PCS","18",NA,NA,NA,NA,NA
2012,138,"Paul PCS","19",NA,NA,NA,NA,NA
2012,138,"Paul PCS","2",NA,0.06,1,"down",NA
2012,138,"Paul PCS","20",NA,NA,NA,NA,NA
2012,138,"Paul PCS","3a",0,0.5,0.3333,"up",FALSE
2012,138,"Paul PCS","3b_math",0.865,0.95,0.1667,"up",FALSE
2012,138,"Paul PCS","3b_reading",0.865,0.95,0.1667,"up",FALSE
2012,138,"Paul PCS","3c_elem.math",0.1111,NA,NA,NA,NA
2012,138,"Paul PCS","3c_elem.reading",0,NA,NA,NA,NA
2012,138,"Paul PCS","3c_sec.math",0.7895,NA,NA,NA,NA
2012,138,"Paul PCS","3c_sec.reading",0.4211,NA,NA,NA,NA
2012,138,"Paul PCS","4a",NA,0,0.5,"down",NA
2012,138,"Paul PCS","4b_a",NA,0,0.25,"down",NA
2012,138,"Paul PCS","4b_b",NA,0,0.25,"down",NA
2012,138,"Paul PCS","5a",NA,0.175,0.3333,"up",NA
2012,138,"Paul PCS","5b",NA,0.15,0.3333,"down",NA
2012,138,"Paul PCS","5c",NA,0.15,0.3333,"down",NA
2012,138,"Paul PCS","6a",NA,0.63,0.5,"up",NA
2012,138,"Paul PCS","6b",NA,0.15,0.5,"down",NA
2012,138,"Paul PCS","7a_a",NA,0.7,0.1667,"up",NA
2012,138,"Paul PCS","7a_b",NA,0.6,0.1667,"up",NA
2012,138,"Paul PCS","7b_a",NA,0.9,0.1667,"up",NA
2012,138,"Paul PCS","7b_b",NA,0.6,0.1667,"up",NA
