"fiscal_year","lea_code","lea_name","indicator","value","target","weight","target_dir","on_target"
2012,151,"Washington Latin PCS","4b_b",NA,0,0.25,"down",NA
2012,151,"Washington Latin PCS","5a",0.85,0.175,0.3333,"up",TRUE
2012,151,"Washington Latin PCS","5b",0,0.15,0.3333,"down",TRUE
2012,151,"Washington Latin PCS","5c",0.05,0.15,0.3333,"down",TRUE
2012,151,"Washington Latin PCS","6a",NA,0.63,0.5,"up",NA
2012,151,"Washington Latin PCS","6b",NA,0.15,0.5,"down",NA
2012,151,"Washington Latin PCS","7a_a",NA,0.7,0.1667,"up",NA
2012,151,"Washington Latin PCS","7a_b",NA,0.6,0.1667,"up",NA
2012,151,"Washington Latin PCS","7b_a",NA,0.9,0.1667,"up",NA
2012,151,"Washington Latin PCS","7b_b",NA,0.6,0.1667,"up",NA
2012,151,"Washington Latin PCS","7c_a",NA,0.6,0.1667,"up",NA
2012,151,"Washington Latin PCS","7c_b",NA,0.8,0.1667,"up",NA
2012,151,"Washington Latin PCS","8",NA,0.75,1,"up",NA
2012,151,"Washington Latin PCS","9",0,0,1,"down",TRUE
2012,152,"Washington Math Science & Technology (WMST) PCS","1",0.9167,0.85,1,"up",TRUE
2012,152,"Washington Math Science & Technology (WMST) PCS","10",NA,0,1,"down",NA
2012,152,"Washington Math Science & Technology (WMST) PCS","11",NA,1,1,"up",NA
2012,152,"Washington Math Science & Technology (WMST) PCS","12",NA,1,1,"up",NA
2012,152,"Washington Math Science & Technology (WMST) PCS","13",0.33,1,1,"up",FALSE
2012,152,"Washington Math Science & Technology (WMST) PCS","14_a",NA,0.27,0.3333,"up",NA
2012,152,"Washington Math Science & Technology (WMST) PCS","14_b",NA,0.51,0.3333,"up",NA
2012,152,"Washington Math Science & Technology (WMST) PCS","14_c",NA,0.64,0.3333,"up",NA
2012,152,"Washington Math Science & Technology (WMST) PCS","15",0.56,NA,NA,NA,NA
2012,152,"Washington Math Science & Technology (WMST) PCS","18",NA,NA,NA,NA,NA
2012,152,"Washington Math Science & Technology (WMST) PCS","19",NA,NA,NA,NA,NA
2012,152,"Washington Math Science & Technology (WMST) PCS","2",NA,0.06,1,"down",NA
2012,152,"Washington Math Science & Technology (WMST) PCS","20",NA,NA,NA,NA,NA
2012,152,"Washington Math Science & Technology (WMST) PCS","3a",NA,0.5,0.3333,"up",NA
2012,152,"Washington Math Science & Technology (WMST) PCS","3b_math",NA,0.95,0.1667,"up",NA
2012,152,"Washington Math Science & Technology (WMST) PCS","3b_reading",NA,0.95,0.1667,"up",NA
2012,152,"Washington Math Science & Technology (WMST) PCS","3c_elem.math",NA,NA,NA,NA,NA
2012,152,"Washington Math Science & Technology (WMST) PCS","3c_elem.reading",NA,NA,NA,NA,NA
2012,152,"Washington Math Science & Technology (WMST) PCS","3c_sec.math",0,NA,NA,NA,NA
2012,152,"Washington Math Science & Technology (WMST) PCS","3c_sec.reading",0,NA,NA,NA,NA
2012,152,"Washington Math Science & Technology (WMST) PCS","4a",NA,0,0.5,"down",NA
2012,152,"Washington Math Science & Technology (WMST) PCS","4b_a",NA,0,0.25,"down",NA
2012,152,"Washington Math Science & Technology (WMST) PCS","4b_b",NA,0,0.25,"down",NA
2012,152,"Washington Math Science & Technology (WMST) PCS","5a",0.55,0.175,0.3333,"up",TRUE
2012,152,"Washington Math Science & Technology (WMST) PCS","5b",0,0.15,0.3333,"down",TRUE
2012,152,"Washington Math Science & Technology (WMST) PCS","5c",0.03,0.15,0.3333,"down",TRUE
2012,152,"Washington Math Science & Technology (WMST) PCS","6a",NA,0.63,0.5,"up",NA
2012,152,"Washington Math Science & Technology (WMST) PCS","6b",NA,0.15,0.5,"down",NA
2012,152,"Washington Math Science & Technology (WMST) PCS","7a_a",NA,0.7,0.1667,"up",NA
2012,152,"Washington Math Science & Technology (WMST) PCS","7a_b",NA,0.6,0.1667,"up",NA
2012,152,"Washington Math Science & Technology (WMST) PCS","7b_a",NA,0.9,0.1667,"up",NA
2012,152,"Washington Math Science & Technology (WMST) PCS","7b_b",NA,0.6,0.1667,"up",NA
2012,152,"Washington Math Science & Technology (WMST) PCS","7c_a",NA,0.6,0.1667,"up",NA
2012,152,"Washington Math Science & Technology (WMST) PCS","7c_b",NA,0.8,0.1667,"up",NA
2012,152,"Washington Math Science & Technology (WMST) PCS","8",NA,0.75,1,"up",NA
2012,152,"Washington Math Science & Technology (WMST) PCS","9",NA,0,1,"down",NA
2012,153,"William E. Doar Jr PCS","1",NA,0.85,1,"up",NA
2012,153,"William E. Doar Jr PCS","10",NA,0,1,"down",NA
2012,153,"William E. Doar Jr PCS","11",NA,1,1,"up",NA
2012,153,"William E. Doar Jr PCS","12",NA,1,1,"up",NA
2012,153,"William E. Doar Jr PCS","13",NA,1,1,"up",NA
2012,153,"William E. Doar Jr PCS","14_a",NA,0.27,0.3333,"up",NA
2012,153,"William E. Doar Jr PCS","14_b",NA,0.51,0.3333,"up",NA
2012,153,"William E. Doar Jr PCS","14_c",NA,0.64,0.3333,"up",NA
2012,153,"William E. Doar Jr PCS","15",NA,NA,NA,NA,NA
2012,153,"William E. Doar Jr PCS","18",NA,NA,NA,NA,NA
2012,153,"William E. Doar Jr PCS","19",NA,NA,NA,NA,NA
2012,153,"William E. Doar Jr PCS","2",NA,0.06,1,"down",NA
2012,153,"William E. Doar Jr PCS","20",NA,NA,NA,NA,NA
2012,153,"William E. Doar Jr PCS","3a",NA,0.5,0.3333,"up",NA
2012,153,"William E. Doar Jr PCS","3b_math",NA,0.95,0.1667,"up",NA
2012,153,"William E. Doar Jr PCS","3b_reading",NA,0.95,0.1667,"up",NA
2012,153,"William E. Doar Jr PCS","3c_elem.math",0.1,NA,NA,NA,NA
2012,153,"William E. Doar Jr PCS","3c_elem.reading",0.2,NA,NA,NA,NA
2012,153,"William E. Doar Jr PCS","3c_sec.math",0.1,NA,NA,NA,NA
2012,153,"William E. Doar Jr PCS","3c_sec.reading",0,NA,NA,NA,NA
2012,153,"William E. Doar Jr PCS","4a",NA,0,0.5,"down",NA
2012,153,"William E. Doar Jr PCS","4b_a",NA,0,0.25,"down",NA
2012,153,"William E. Doar Jr PCS","4b_b",NA,0,0.25,"down",NA
2012,153,"William E. Doar Jr PCS","5a",NA,0.175,0.3333,"up",NA
2012,153,"William E. Doar Jr PCS","5b",NA,0.15,0.3333,"down",NA
2012,153,"William E. Doar Jr PCS","5c",NA,0.15,0.3333,"down",NA
2012,153,"William E. Doar Jr PCS","6a",NA,0.63,0.5,"up",NA
2012,153,"William E. Doar Jr PCS","6b",NA,0.15,0.5,"down",NA
2012,153,"William E. Doar Jr PCS","7a_a",NA,0.7,0.1667,"up",NA
2012,153,"William E. Doar Jr PCS","7a_b",NA,0.6,0.1667,"up",NA
2012,153,"William E. Doar Jr PCS","7b_a",NA,0.9,0.1667,"up",NA
2012,153,"William E. Doar Jr PCS","7b_b",NA,0.6,0.1667,"up",NA
2012,153,"William E. Doar Jr PCS","7c_a",NA,0.6,0.1667,"up",NA
2012,153,"William E. Doar Jr PCS","7c_b",NA,0.8,0.1667,"up",NA
2012,153,"William E. Doar Jr PCS","8",NA,0.75,1,"up",NA
2012,153,"William E. Doar Jr PCS","9",NA,0,1,"down",NA
2012,155,"Achievement Preparatory Academy PCS","1",NA,0.85,1,"up",NA
2012,155,"Achievement Preparatory Academy PCS","10",0,0,1,"down",TRUE
2012,155,"Achievement Preparatory Academy PCS","11",1,1,1,"up",TRUE
2012,155,"Achievement Preparatory Academy PCS","12",NA,1,1,"up",NA
2012,155,"Achievement Preparatory Academy PCS","13",NA,1,1,"up",NA
2012,155,"Achievement Preparatory Academy PCS","14_a",NA,0.27,0.3333,"up",NA
2012,155,"Achievement Preparatory Academy PCS","14_b",NA,0.51,0.3333,"up",NA
2012,155,"Achievement Preparatory Academy PCS","14_c",NA,0.64,0.3333,"up",NA
2012,155,"Achievement Preparatory Academy PCS","15",1,NA,NA,NA,NA
2012,155,"Achievement Preparatory Academy PCS","18",NA,NA,NA,NA,NA
2012,155,"Achievement Preparatory Academy PCS","19",NA,NA,NA,NA,NA
2012,155,"Achievement Preparatory Academy PCS","2",NA,0.06,1,"down",NA
2012,155,"Achievement Preparatory Academy PCS","20",NA,NA,NA,NA,NA
2012,155,"Achievement Preparatory Academy PCS","3a",0,0.5,0.3333,"up",FALSE
2012,155,"Achievement Preparatory Academy PCS","3b_math",1,0.95,0.1667,"up",TRUE
2012,155,"Achievement Preparatory Academy PCS","3b_reading",1,0.95,0.1667,"up",TRUE
2012,155,"Achievement Preparatory Academy PCS","3c_elem.math",0.5472,NA,NA,NA,NA
2012,155,"Achievement Preparatory Academy PCS","3c_elem.reading",0.2264,NA,NA,NA,NA
2012,155,"Achievement Preparatory Academy PCS","3c_sec.math",0.6667,NA,NA,NA,NA
2012,155,"Achievement Preparatory Academy PCS","3c_sec.reading",0.3333,NA,NA,NA,NA
2012,155,"Achievement Preparatory Academy PCS","4a",NA,0,0.5,"down",NA
2012,155,"Achievement Preparatory Academy PCS","4b_a",NA,0,0.25,"down",NA
2012,155,"Achievement Preparatory Academy PCS","4b_b",NA,0,0.25,"down",NA
2012,155,"Achievement Preparatory Academy PCS","5a",0.71,0.175,0.3333,"up",TRUE
2012,155,"Achievement Preparatory Academy PCS","5b",0,0.15,0.3333,"down",TRUE
2012,155,"Achievement Preparatory Academy PCS","5c",0.02,0.15,0.3333,"down",TRUE
2012,155,"Achievement Preparatory Academy PCS","6a",NA,0.63,0.5,"up",NA
2012,155,"Achievement Preparatory Academy PCS","6b",NA,0.15,0.5,"down",NA
2012,155,"Achievement Preparatory Academy PCS","7a_a",NA,0.7,0.1667,"up",NA
2012,155,"Achievement Preparatory Academy PCS","7a_b",NA,0.6,0.1667,"up",NA
2012,155,"Achievement Preparatory Academy PCS","7b_a",NA,0.9,0.1667,"up",NA
2012,155,"Achievement Preparatory Academy PCS","7b_b",NA,0.6,0.1667,"up",NA
2012,155,"Achievement Preparatory Academy PCS","7c_a",NA,0.6,0.1667,"up",NA
2012,155,"Achievement Preparatory Academy PCS","7c_b",NA,0.8,0.1667,"up",NA
2012,155,"Achievement Preparatory Academy PCS","8",NA,0.75,1,"up",NA
2012,155,"Achievement Preparatory Academy PCS","9",0,0,1,"down",TRUE
2012,156,"Center City PCS","1",NA,0.85,1,"up",NA
2012,156,"Center City PCS","10",0,0,1,"down",TRUE
2012,156,"Center City PCS","11",0.94,1,1,"up",FALSE
2012,156,"Center City PCS","12",NA,1,1,"up",NA
2012,156,"Center City PCS","13",NA,1,1,"up",NA
2012,156,"Center City PCS","14_a",NA,0.27,0.3333,"up",NA
2012,156,"Center City PCS","14_b",NA,0.51,0.3333,"up",NA
2012,156,"Center City PCS","14_c",NA,0.64,0.3333,"up",NA
2012,156,"Center City PCS","15",0.98,NA,NA,NA,NA
2012,156,"Center City PCS","18",NA,NA,NA,NA,NA
2012,156,"Center City PCS","19",NA,NA,NA,NA,NA
2012,156,"Center City PCS","2",NA,0.06,1,"down",NA
2012,156,"Center City PCS","20",NA,NA,NA,NA,NA
2012,156,"Center City PCS","3a",0,0.5,0.3333,"up",FALSE
2012,156,"Center City PCS","3b_math",1,0.95,0.1667,"up",TRUE
2012,156,"Center City PCS","3b_reading",1,0.95,0.1667,"up",TRUE
2012,156,"Center City PCS","3c_elem.math",0.2444,NA,NA,NA,NA
2012,156,"Center City PCS","3c_elem.reading",0.1222,NA,NA,NA,NA
2012,156,"Center City PCS","3c_sec.math",0.25,NA,NA,NA,NA
2012,156,"Center City PCS","3c_sec.reading",0.2292,NA,NA,NA,NA
2012,156,"Center City PCS","4a",1,0,0.5,"down",FALSE
2012,156,"Center City PCS","4b_a",0,0,0.25,"down",TRUE
2012,156,"Center City PCS","4b_b",0,0,0.25,"down",TRUE
2012,156,"Center City PCS","5a",0.81,0.175,0.3333,"up",TRUE
2012,156,"Center City PCS","5b",0,0.15,0.3333,"down",TRUE
2012,156,"Center City PCS","5c",0.04,0.15,0.3333,"down",TRUE
2012,156,"Center City PCS","6a",NA,0.63,0.5,"up",NA
2012,156,"Center City PCS","6b",NA,0.15,0.5,"down",NA
2012,156,"Center City PCS","7a_a",0,0.7,0.1667,"up",FALSE
2012,156,"Center City PCS","7a_b",1,0.6,0.1667,"up",TRUE
2012,156,"Center City PCS","7b_a",0,0.9,0.1667,"up",FALSE
2012,156,"Center City PCS","7b_b",1,0.6,0.1667,"up",TRUE
2012,156,"Center City PCS","7c_a",0,0.6,0.1667,"up",FALSE
2012,156,"Center City PCS","7c_b",1,0.8,0.1667,"up",TRUE
2012,156,"Center City PCS","8",NA,0.75,1,"up",NA
2012,156,"Center City PCS","9",0,0,1,"down",TRUE
2012,158,"Excel Academy PCS","1",NA,0.85,1,"up",NA
2012,158,"Excel Academy PCS","10",NA,0,1,"down",NA
2012,158,"Excel Academy PCS","11",0.5,1,1,"up",FALSE
2012,158,"Excel Academy PCS","12",NA,1,1,"up",NA
2012,158,"Excel Academy PCS","13",NA,1,1,"up",NA
2012,158,"Excel Academy PCS","14_a",NA,0.27,0.3333,"up",NA
2012,158,"Excel Academy PCS","14_b",NA,0.51,0.3333,"up",NA
2012,158,"Excel Academy PCS","14_c",NA,0.64,0.3333,"up",NA
2012,158,"Excel Academy PCS","15",0.58,NA,NA,NA,NA
2012,158,"Excel Academy PCS","18",NA,NA,NA,NA,NA
2012,158,"Excel Academy PCS","19",NA,NA,NA,NA,NA
2012,158,"Excel Academy PCS","2",NA,0.06,1,"down",NA
2012,158,"Excel Academy PCS","20",NA,NA,NA,NA,NA
2012,158,"Excel Academy PCS","3a",NA,0.5,0.3333,"up",NA
2012,158,"Excel Academy PCS","3b_math",NA,0.95,0.1667,"up",NA
2012,158,"Excel Academy PCS","3b_reading",NA,0.95,0.1667,"up",NA
2012,158,"Excel Academy PCS","3c_elem.math",0,NA,NA,NA,NA
2012,158,"Excel Academy PCS","3c_elem.reading",0,NA,NA,NA,NA
2012,158,"Excel Academy PCS","3c_sec.math",NA,NA,NA,NA,NA
2012,158,"Excel Academy PCS","3c_sec.reading",NA,NA,NA,NA,NA
2012,158,"Excel Academy PCS","4a",NA,0,0.5,"down",NA
2012,158,"Excel Academy PCS","4b_a",NA,0,0.25,"down",NA
2012,158,"Excel Academy PCS","4b_b",NA,0,0.25,"down",NA
2012,158,"Excel Academy PCS","5a",0.47,0.175,0.3333,"up",TRUE
2012,158,"Excel Academy PCS","5b",0,0.15,0.3333,"down",TRUE
2012,158,"Excel Academy PCS","5c",0,0.15,0.3333,"down",TRUE
2012,158,"Excel Academy PCS","6a",NA,0.63,0.5,"up",NA
2012,158,"Excel Academy PCS","6b",NA,0.15,0.5,"down",NA
2012,158,"Excel Academy PCS","7a_a",NA,0.7,0.1667,"up",NA
2012,158,"Excel Academy PCS","7a_b",NA,0.6,0.1667,"up",NA
2012,158,"Excel Academy PCS","7b_a",NA,0.9,0.1667,"up",NA
2012,158,"Excel Academy PCS","7b_b",NA,0.6,0.1667,"up",NA
2012,158,"Excel Academy PCS","7c_a",NA,0.6,0.1667,"up",NA
2012,158,"Excel Academy PCS","7c_b",NA,0.8,0.1667,"up",NA
2012,158,"Excel Academy PCS","8",0.89,0.75,1,"up",TRUE
2012,158,"Excel Academy PCS","9",NA,0,1,"down",NA
2012,159,"Imagine Southeast PCS","1",NA,0.85,1,"up",NA
2012,159,"Imagine Southeast PCS","10",0,0,1,"down",TRUE
2012,159,"Imagine Southeast PCS","11",0.8,1,1,"up",FALSE
2012,159,"Imagine Southeast PCS","12",NA,1,1,"up",NA
2012,159,"Imagine Southeast PCS","13",NA,1,1,"up",NA
2012,159,"Imagine Southeast PCS","14_a",NA,0.27,0.3333,"up",NA
2012,159,"Imagine Southeast PCS","14_b",NA,0.51,0.3333,"up",NA
2012,159,"Imagine Southeast PCS","14_c",NA,0.64,0.3333,"up",NA
2012,159,"Imagine Southeast PCS","15",0.38,NA,NA,NA,NA
2012,159,"Imagine Southeast PCS","18",NA,NA,NA,NA,NA
2012,159,"Imagine Southeast PCS","19",NA,NA,NA,NA,NA
2012,159,"Imagine Southeast PCS","2",NA,0.06,1,"down",NA
2012,159,"Imagine Southeast PCS","20",NA,NA,NA,NA,NA
2012,159,"Imagine Southeast PCS","3a",0,0.5,0.3333,"up",FALSE
2012,159,"Imagine Southeast PCS","3b_math",1,0.95,0.1667,"up",TRUE
2012,159,"Imagine Southeast PCS","3b_reading",1,0.95,0.1667,"up",TRUE
2012,159,"Imagine Southeast PCS","3c_elem.math",0.0789,NA,NA,NA,NA
2012,159,"Imagine Southeast PCS","3c_elem.reading",0.0789,NA,NA,NA,NA
2012,159,"Imagine Southeast PCS","3c_sec.math",0.125,NA,NA,NA,NA
2012,159,"Imagine Southeast PCS","3c_sec.reading",0.125,NA,NA,NA,NA
2012,159,"Imagine Southeast PCS","4a",1,0,0.5,"down",FALSE
2012,159,"Imagine Southeast PCS","4b_a",1,0,0.25,"down",FALSE
2012,159,"Imagine Southeast PCS","4b_b",1,0,0.25,"down",FALSE
2012,159,"Imagine Southeast PCS","5a",0.84,0.175,0.3333,"up",TRUE
2012,159,"Imagine Southeast PCS","5b",0,0.15,0.3333,"down",TRUE
2012,159,"Imagine Southeast PCS","5c",0.03,0.15,0.3333,"down",TRUE
2012,159,"Imagine Southeast PCS","6a",NA,0.63,0.5,"up",NA
2012,159,"Imagine Southeast PCS","6b",NA,0.15,0.5,"down",NA
2012,159,"Imagine Southeast PCS","7a_a",NA,0.7,0.1667,"up",NA
2012,159,"Imagine Southeast PCS","7a_b",NA,0.6,0.1667,"up",NA
2012,159,"Imagine Southeast PCS","7b_a",NA,0.9,0.1667,"up",NA
2012,159,"Imagine Southeast PCS","7b_b",NA,0.6,0.1667,"up",NA
2012,159,"Imagine Southeast PCS","7c_a",NA,0.6,0.1667,"up",NA
2012,159,"Imagine Southeast PCS","7c_b",NA,0.8,0.1667,"up",NA
2012,159,"Imagine Southeast PCS","8",NA,0.75,1,"up",NA
2012,159,"Imagine Southeast PCS","9",0,0,1,"down",TRUE
2012,160,"Washington Yu Ying PCS","1",NA,0.85,1,"up",NA
2012,160,"Washington Yu Ying PCS","10",NA,0,1,"down",NA
2012,160,"Washington Yu Ying PCS","11",1,1,1,"up",TRUE
2012,160,"Washington Yu Ying PCS","12",NA,1,1,"up",NA
2012,160,"Washington Yu Ying PCS","13",NA,1,1,"up",NA
2012,160,"Washington Yu Ying PCS","14_a",NA,0.27,0.3333,"up",NA
2012,160,"Washington Yu Ying PCS","14_b",NA,0.51,0.3333,"up",NA
2012,160,"Washington Yu Ying PCS","14_c",NA,0.64,0.3333,"up",NA
2012,160,"Washington Yu Ying PCS","15",NA,NA,NA,NA,NA
2012,160,"Washington Yu Ying PCS","18",NA,NA,NA,NA,NA
2012,160,"Washington Yu Ying PCS","19",NA,NA,NA,NA,NA
2012,160,"Washington Yu Ying PCS","2",NA,0.06,1,"down",NA
2012,160,"Washington Yu Ying PCS","20",NA,NA,NA,NA,NA
2012,160,"Washington Yu Ying PCS","3a",NA,0.5,0.3333,"up",NA
2012,160,"Washington Yu Ying PCS","3b_math",NA,0.95,0.1667,"up",NA
2012,160,"Washington Yu Ying PCS","3b_reading",NA,0.95,0.1667,"up",NA
2012,160,"Washington Yu Ying PCS","3c_elem.math",0.8235,NA,NA,NA,NA
2012,160,"Washington Yu Ying PCS","3c_elem.reading",0.4118,NA,NA,NA,NA
2012,160,"Washington Yu Ying PCS","3c_sec.math",NA,NA,NA,NA,NA
2012,160,"Washington Yu Ying PCS","3c_sec.reading",NA,NA,NA,NA,NA
2012,160,"Washington Yu Ying PCS","4a",NA,0,0.5,"down",NA
2012,160,"Washington Yu Ying PCS","4b_a",NA,0,0.25,"down",NA
2012,160,"Washington Yu Ying PCS","4b_b",NA,0,0.25,"down",NA
2012,160,"Washington Yu Ying PCS","5a",0.92,0.175,0.3333,"up",TRUE
2012,160,"Washington Yu Ying PCS","5b",0,0.15,0.3333,"down",TRUE
2012,160,"Washington Yu Ying PCS","5c",0.04,0.15,0.3333,"down",TRUE
2012,160,"Washington Yu Ying PCS","6a",NA,0.63,0.5,"up",NA
2012,160,"Washington Yu Ying PCS","6b",NA,0.15,0.5,"down",NA
2012,160,"Washington Yu Ying PCS","7a_a",1,0.7,0.1667,"up",TRUE
2012,160,"Washington Yu Ying PCS","7a_b",1,0.6,0.1667,"up",TRUE
2012,160,"Washington Yu Ying PCS","7b_a",0,0.9,0.1667,"up",FALSE
2012,160,"Washington Yu Ying PCS","7b_b",1,0.6,0.1667,"up",TRUE
2012,160,"Washington Yu Ying PCS","7c_a",0,0.6,0.1667,"up",FALSE
2012,160,"Washington Yu Ying PCS","7c_b",1,0.8,0.1667,"up",TRUE
2012,160,"Washington Yu Ying PCS","8",NA,0.75,1,"up",NA
2012,160,"Washington Yu Ying PCS","9",NA,0,1,"down",NA
2012,161,"Septima Clark PCS","1",NA,0.85,1,"up",NA
2012,161,"Septima Clark PCS","10",NA,0,1,"down",NA
2012,161,"Septima Clark PCS","11",1,1,1,"up",TRUE
2012,161,"Septima Clark PCS","12",NA,1,1,"up",NA
2012,161,"Septima Clark PCS","13",NA,1,1,"up",NA
2012,161,"Septima Clark PCS","14_a",NA,0.27,0.3333,"up",NA
2012,161,"Septima Clark PCS","14_b",NA,0.51,0.3333,"up",NA
2012,161,"Septima Clark PCS","14_c",NA,0.64,0.3333,"up",NA
2012,161,"Septima Clark PCS","15",0.33,NA,NA,NA,NA
2012,161,"Septima Clark PCS","18",NA,NA,NA,NA,NA
2012,161,"Septima Clark PCS","19",NA,NA,NA,NA,NA
2012,161,"Septima Clark PCS","2",NA,0.06,1,"down",NA
2012,161,"Septima Clark PCS","20",NA,NA,NA,NA,NA
2012,161,"Septima Clark PCS","3a",NA,0.5,0.3333,"up",NA
2012,161,"Septima Clark PCS","3b_math",NA,0.95,0.1667,"up",NA
2012,161,"Septima Clark PCS","3b_reading",NA,0.95,0.1667,"up",NA
2012,161,"Septima Clark PCS","3c_elem.math",0.2308,NA,NA,NA,NA
2012,161,"Septima Clark PCS","3c_elem.reading",0.0769,NA,NA,NA,NA
2012,161,"Septima Clark PCS","3c_sec.math",NA,NA,NA,NA,NA
2012,161,"Septima Clark PCS","3c_sec.reading",NA,NA,NA,NA,NA
2012,161,"Septima Clark PCS","4a",NA,0,0.5,"down",NA
2012,161,"Septima Clark PCS","4b_a",NA,0,0.25,"down",NA
2012,161,"Septima Clark PCS","4b_b",NA,0,0.25,"down",NA
2012,161,"Septima Clark PCS","5a",0.79,0.175,0.3333,"up",TRUE
2012,161,"Septima Clark PCS","5b",0.13,0.15,0.3333,"down",TRUE
2012,161,"Septima Clark PCS","5c",0.04,0.15,0.3333,"down",TRUE
2012,161,"Septima Clark PCS","6a",NA,0.63,0.5,"up",NA
2012,161,"Septima Clark PCS","6b",NA,0.15,0.5,"down",NA
2012,161,"Septima Clark PCS","7a_a",NA,0.7,0.1667,"up",NA
2012,161,"Septima Clark PCS","7a_b",NA,0.6,0.1667,"up",NA
2012,161,"Septima Clark PCS","7b_a",NA,0.9,0.1667,"up",NA
2012,161,"Septima Clark PCS","7b_b",NA,0.6,0.1667,"up",NA
2012,161,"Septima Clark PCS","7c_a",NA,0.6,0.1667,"up",NA
2012,161,"Septima Clark PCS","7c_b",NA,0.8,0.1667,"up",NA
2012,161,"Septima Clark PCS","8",NA,0.75,1,"up",NA
2012,161,"Septima Clark PCS","9",NA,0,1,"down",NA
2012,162,"Carlos Rosario International PCS","1",NA,0.85,1,"up",NA
2012,162,"Carlos Rosario International PCS","10",NA,0,1,"down",NA
2012,162,"Carlos Rosario International PCS","11",NA,1,1,"up",NA
2012,162,"Carlos Rosario International PCS","12",NA,1,1,"up",NA
2012,162,"Carlos Rosario International PCS","13",NA,1,1,"up",NA
2012,162,"Carlos Rosario International PCS","14_a",NA,0.27,0.3333,"up",NA
2012,162,"Carlos Rosario International PCS","14_b",NA,0.51,0.3333,"up",NA
2012,162,"Carlos Rosario International PCS","14_c",NA,0.64,0.3333,"up",NA
2012,162,"Carlos Rosario International PCS","15",NA,NA,NA,NA,NA
2012,162,"Carlos Rosario International PCS","18",NA,NA,NA,NA,NA
2012,162,"Carlos Rosario International PCS","19",NA,NA,NA,NA,NA
2012,162,"Carlos Rosario International PCS","2",NA,0.06,1,"down",NA
2012,162,"Carlos Rosario International PCS","20",NA,NA,NA,NA,NA
2012,162,"Carlos Rosario International PCS","3a",NA,0.5,0.3333,"up",NA
2012,162,"Carlos Rosario International PCS","3b_math",NA,0.95,0.1667,"up",NA
2012,162,"Carlos Rosario International PCS","3b_reading",NA,0.95,0.1667,"up",NA
2012,162,"Carlos Rosario International PCS","3c_elem.math",NA,NA,NA,NA,NA
2012,162,"Carlos Rosario International PCS","3c_elem.reading",NA,NA,NA,NA,NA
2012,162,"Carlos Rosario International PCS","3c_sec.math",NA,NA,NA,NA,NA
2012,162,"Carlos Rosario International PCS","3c_sec.reading",NA,NA,NA,NA,NA
2012,162,"Carlos Rosario International PCS","4a",NA,0,0.5,"down",NA
2012,162,"Carlos Rosario International PCS","4b_a",NA,0,0.25,"down",NA
2012,162,"Carlos Rosario International PCS","4b_b",NA,0,0.25,"down",NA
2012,162,"Carlos Rosario International PCS","5a",NA,0.175,0.3333,"up",NA
2012,162,"Carlos Rosario International PCS","5b",NA,0.15,0.3333,"down",NA
2012,162,"Carlos Rosario International PCS","5c",NA,0.15,0.3333,"down",NA
2012,162,"Carlos Rosario International PCS","6a",NA,0.63,0.5,"up",NA
2012,162,"Carlos Rosario International PCS","6b",NA,0.15,0.5,"down",NA
2012,162,"Carlos Rosario International PCS","7a_a",NA,0.7,0.1667,"up",NA
2012,162,"Carlos Rosario International PCS","7a_b",NA,0.6,0.1667,"up",NA
2012,162,"Carlos Rosario International PCS","7b_a",NA,0.9,0.1667,"up",NA
2012,162,"Carlos Rosario International PCS","7b_b",NA,0.6,0.1667,"up",NA
2012,162,"Carlos Rosario International PCS","7c_a",NA,0.6,0.1667,"up",NA
2012,162,"Carlos Rosario International PCS","7c_b",NA,0.8,0.1667,"up",NA
2012,162,"Carlos Rosario International PCS","8",NA,0.75,1,"up",NA
2012,162,"Carlos Rosario International PCS","9",NA,0,1,"down",NA
2012,163,"National Collegiate Preparatory PCS","1",NA,0.85,1,"up",NA
2012,163,"National Collegiate Preparatory PCS","10",0,0,1,"down",TRUE
2012,163,"National Collegiate Preparatory PCS","11",NA,1,1,"up",NA
2012,163,"National Collegiate Preparatory PCS","12",NA,1,1,"up",NA
2012,163,"National Collegiate Preparatory PCS","13",0.5,1,1,"up",FALSE
2012,163,"National Collegiate Preparatory PCS","14_a",NA,0.27,0.3333,"up",NA
2012,163,"National Collegiate Preparatory PCS","14_b",NA,0.51,0.3333,"up",NA
2012,163,"National Collegiate Preparatory PCS","14_c",NA,0.64,0.3333,"up",NA
2012,163,"National Collegiate Preparatory PCS","15",0.85,NA,NA,NA,NA
2012,163,"National Collegiate Preparatory PCS","18",NA,NA,NA,NA,NA
2012,163,"National Collegiate Preparatory PCS","19",NA,NA,NA,NA,NA
2012,163,"National Collegiate Preparatory PCS","2",NA,0.06,1,"down",NA
2012,163,"National Collegiate Preparatory PCS","20",NA,NA,NA,NA,NA
2012,163,"National Collegiate Preparatory PCS","3a",NA,0.5,0.3333,"up",NA
2012,163,"National Collegiate Preparatory PCS","3b_math",NA,0.95,0.1667,"up",NA
2012,163,"National Collegiate Preparatory PCS","3b_reading",NA,0.95,0.1667,"up",NA
2012,163,"National Collegiate Preparatory PCS","3c_elem.math",NA,NA,NA,NA,NA
2012,163,"National Collegiate Preparatory PCS","3c_elem.reading",NA,NA,NA,NA,NA
