Key,School_Code,School_Year,Student_Group,Metric,SchoolScore,AverageScore,Month,ReportType,NSize,count
324-2013-14-All Students-Net Cumulative-External,324,2013-14,All Students,Net Cumulative,-0.004524887,-0.003178513,March,External,442,-2
324-2013-14-All Students-Entry-External,324,2013-14,All Students,Entry,0.036199097,0.05516633,May,External,442,16
324-2013-14-All Students-Withdrawal-External,324,2013-14,All Students,Withdrawal,0.04524887,0.059193555,May,External,442,20
324-2013-14-All Students-Net Cumulative-External,324,2013-14,All Students,Net Cumulative,-0.009049774,-0.004027226,May,External,442,-4
324-2013-14-All Students-Entry-External,324,2013-14,All Students,Entry,0.009049774,0.019903148,November,External,442,4
324-2013-14-All Students-Withdrawal-External,324,2013-14,All Students,Withdrawal,0.011312217,0.018505268,November,External,442,5
324-2013-14-All Students-Net Cumulative-External,324,2013-14,All Students,Net Cumulative,-0.002262444,0.00139788,November,External,442,-1
324-2013-14-All Students-Entry-External,324,2013-14,All Students,Entry,0.00678733,0.013379707,October,External,442,3
324-2013-14-All Students-Withdrawal-External,324,2013-14,All Students,Withdrawal,0.011312217,0.010983342,October,External,442,5
324-2013-14-All Students-Net Cumulative-External,324,2013-14,All Students,Net Cumulative,-0.004524887,0.002396366,October,External,442,-2
325-2013-14-All Students-Entry-External,325,2013-14,All Students,Entry,0.08454106,0.047614966,April,External,414,35
325-2013-14-All Students-Withdrawal-External,325,2013-14,All Students,Withdrawal,0.060386475,0.052543607,April,External,414,25
325-2013-14-All Students-Net Cumulative-External,325,2013-14,All Students,Net Cumulative,0.024154589,-0.004928642,April,External,414,10
325-2013-14-All Students-Entry-External,325,2013-14,All Students,Entry,0.031400967,0.02346462,December,External,414,13
325-2013-14-All Students-Withdrawal-External,325,2013-14,All Students,Withdrawal,0.033816423,0.02577894,December,External,414,14
325-2013-14-All Students-Net Cumulative-External,325,2013-14,All Students,Net Cumulative,-0.002415459,-0.002314319,December,External,414,-1
325-2013-14-All Students-Entry-External,325,2013-14,All Students,Entry,0.062801935,0.0368791,February,External,414,26
325-2013-14-All Students-Withdrawal-External,325,2013-14,All Students,Withdrawal,0.043478262,0.040672008,February,External,414,18
325-2013-14-All Students-Net Cumulative-External,325,2013-14,All Students,Net Cumulative,0.019323671,-0.003792911,February,External,414,8
325-2013-14-All Students-Entry-External,325,2013-14,All Students,Entry,0.048309177,0.031586166,January,External,414,20
325-2013-14-All Students-Withdrawal-External,325,2013-14,All Students,Withdrawal,0.038647342,0.034071915,January,External,414,16
325-2013-14-All Students-Net Cumulative-External,325,2013-14,All Students,Net Cumulative,0.009661836,-0.00248575,January,External,414,4
325-2013-14-All Students-Entry-External,325,2013-14,All Students,Entry,0.082125604,0.041829169,March,External,414,34
325-2013-14-All Students-Withdrawal-External,325,2013-14,All Students,Withdrawal,0.060386475,0.047057815,March,External,414,25
325-2013-14-All Students-Net Cumulative-External,325,2013-14,All Students,Net Cumulative,0.021739131,-0.005228646,March,External,414,9
325-2013-14-All Students-Entry-External,325,2013-14,All Students,Entry,0.101449274,0.052072171,May,External,414,42
325-2013-14-All Students-Withdrawal-External,325,2013-14,All Students,Withdrawal,0.065217391,0.056165088,May,External,414,27
325-2013-14-All Students-Net Cumulative-External,325,2013-14,All Students,Net Cumulative,0.036231883,-0.004092915,May,External,414,15
325-2013-14-All Students-Entry-External,325,2013-14,All Students,Entry,0.024154589,0.01965028,November,External,414,10
325-2013-14-All Students-Withdrawal-External,325,2013-14,All Students,Withdrawal,0.026570048,0.019071702,November,External,414,11
325-2013-14-All Students-Net Cumulative-External,325,2013-14,All Students,Net Cumulative,-0.002415459,0.00057858,November,External,414,-1
325-2013-14-All Students-Entry-External,325,2013-14,All Students,Entry,0.009661836,0.013221618,October,External,414,4
325-2013-14-All Students-Withdrawal-External,325,2013-14,All Students,Withdrawal,0.004830918,0.011743025,October,External,414,2
325-2013-14-All Students-Net Cumulative-External,325,2013-14,All Students,Net Cumulative,0.004830918,0.001478593,October,External,414,2
326-2013-14-All Students-Entry-External,326,2013-14,All Students,Entry,0.031141868,0.047614966,April,External,289,9
326-2013-14-All Students-Withdrawal-External,326,2013-14,All Students,Withdrawal,0.027681662,0.052543607,April,External,289,8
326-2013-14-All Students-Net Cumulative-External,326,2013-14,All Students,Net Cumulative,0.003460208,-0.004928642,April,External,289,1
326-2013-14-All Students-Entry-External,326,2013-14,All Students,Entry,0.017301038,0.02346462,December,External,289,5
326-2013-14-All Students-Withdrawal-External,326,2013-14,All Students,Withdrawal,0.013840831,0.02577894,December,External,289,4
326-2013-14-All Students-Net Cumulative-External,326,2013-14,All Students,Net Cumulative,0.003460208,-0.002314319,December,External,289,1
326-2013-14-All Students-Entry-External,326,2013-14,All Students,Entry,0.027681662,0.0368791,February,External,289,8
326-2013-14-All Students-Withdrawal-External,326,2013-14,All Students,Withdrawal,0.027681662,0.040672008,February,External,289,8
326-2013-14-All Students-Net Cumulative-External,326,2013-14,All Students,Net Cumulative,0,-0.003792911,February,External,289,0
326-2013-14-All Students-Entry-External,326,2013-14,All Students,Entry,0.027681662,0.031586166,January,External,289,8
326-2013-14-All Students-Withdrawal-External,326,2013-14,All Students,Withdrawal,0.024221454,0.034071915,January,External,289,7
326-2013-14-All Students-Net Cumulative-External,326,2013-14,All Students,Net Cumulative,0.003460208,-0.00248575,January,External,289,1
326-2013-14-All Students-Entry-External,326,2013-14,All Students,Entry,0.031141868,0.041829169,March,External,289,9
326-2013-14-All Students-Withdrawal-External,326,2013-14,All Students,Withdrawal,0.027681662,0.047057815,March,External,289,8
326-2013-14-All Students-Net Cumulative-External,326,2013-14,All Students,Net Cumulative,0.003460208,-0.005228646,March,External,289,1
326-2013-14-All Students-Entry-External,326,2013-14,All Students,Entry,0.034602076,0.052072171,May,External,289,10
326-2013-14-All Students-Withdrawal-External,326,2013-14,All Students,Withdrawal,0.027681662,0.056165088,May,External,289,8
326-2013-14-All Students-Net Cumulative-External,326,2013-14,All Students,Net Cumulative,0.006920415,-0.004092915,May,External,289,2
326-2013-14-All Students-Entry-External,326,2013-14,All Students,Entry,0.013840831,0.01965028,November,External,289,4
326-2013-14-All Students-Withdrawal-External,326,2013-14,All Students,Withdrawal,0.013840831,0.019071702,November,External,289,4
326-2013-14-All Students-Net Cumulative-External,326,2013-14,All Students,Net Cumulative,0,0.00057858,November,External,289,0
326-2013-14-All Students-Entry-External,326,2013-14,All Students,Entry,0.006920415,0.013221618,October,External,289,2
326-2013-14-All Students-Withdrawal-External,326,2013-14,All Students,Withdrawal,0,0.011743025,October,External,289,0
326-2013-14-All Students-Net Cumulative-External,326,2013-14,All Students,Net Cumulative,0.006920415,0.001478593,October,External,289,2
327-2013-14-All Students-Entry-External,327,2013-14,All Students,Entry,0.106250003,0.050190546,April,External,480,51
327-2013-14-All Students-Withdrawal-External,327,2013-14,All Students,Withdrawal,0.039583333,0.054866787,April,External,480,19
327-2013-14-All Students-Net Cumulative-External,327,2013-14,All Students,Net Cumulative,0.06666667,-0.004676241,April,External,480,32
327-2013-14-All Students-Entry-External,327,2013-14,All Students,Entry,0.043749999,0.024213277,December,External,480,21
327-2013-14-All Students-Withdrawal-External,327,2013-14,All Students,Withdrawal,0.022916667,0.025095273,December,External,480,11
327-2013-14-All Students-Net Cumulative-External,327,2013-14,All Students,Net Cumulative,0.020833334,-0.000881996,December,External,480,10
327-2013-14-All Students-Entry-External,327,2013-14,All Students,Entry,0.072916664,0.038325205,February,External,480,35
327-2013-14-All Students-Withdrawal-External,327,2013-14,All Students,Withdrawal,0.033333335,0.040355463,February,External,480,16
327-2013-14-All Students-Net Cumulative-External,327,2013-14,All Students,Net Cumulative,0.039583333,-0.002030254,February,External,480,19
327-2013-14-All Students-Entry-External,327,2013-14,All Students,Entry,0.052083332,0.032417499,January,External,480,25
327-2013-14-All Students-Withdrawal-External,327,2013-14,All Students,Withdrawal,0.029166667,0.033366062,January,External,480,14
327-2013-14-All Students-Net Cumulative-External,327,2013-14,All Students,Net Cumulative,0.022916667,-0.000948561,January,External,480,11
327-2013-14-All Students-Entry-External,327,2013-14,All Students,Entry,0.09375,0.044232912,March,External,480,45
327-2013-14-All Students-Withdrawal-External,327,2013-14,All Students,Withdrawal,0.035416666,0.047411427,March,External,480,17
327-2013-14-All Students-Net Cumulative-External,327,2013-14,All Students,Net Cumulative,0.058333334,-0.003178513,March,External,480,28
327-2013-14-All Students-Entry-External,327,2013-14,All Students,Entry,0.114583336,0.05516633,May,External,480,55
327-2013-14-All Students-Withdrawal-External,327,2013-14,All Students,Withdrawal,0.045833334,0.059193555,May,External,480,22
327-2013-14-All Students-Net Cumulative-External,327,2013-14,All Students,Net Cumulative,0.068750001,-0.004027226,May,External,480,33
327-2013-14-All Students-Entry-External,327,2013-14,All Students,Entry,0.027083334,0.019903148,November,External,480,13
327-2013-14-All Students-Withdrawal-External,327,2013-14,All Students,Withdrawal,0.008333334,0.018505268,November,External,480,4
327-2013-14-All Students-Net Cumulative-External,327,2013-14,All Students,Net Cumulative,0.018750001,0.00139788,November,External,480,9
327-2013-14-All Students-Entry-External,327,2013-14,All Students,Entry,0.008333334,0.013379707,October,External,480,4
327-2013-14-All Students-Withdrawal-External,327,2013-14,All Students,Withdrawal,0,0.010983342,October,External,480,0
327-2013-14-All Students-Net Cumulative-External,327,2013-14,All Students,Net Cumulative,0.008333334,0.002396366,October,External,480,4
328-2013-14-All Students-Entry-External,328,2013-14,All Students,Entry,0.029469548,0.047614966,April,External,509,15
328-2013-14-All Students-Withdrawal-External,328,2013-14,All Students,Withdrawal,0.037328094,0.052543607,April,External,509,19
328-2013-14-All Students-Net Cumulative-External,328,2013-14,All Students,Net Cumulative,-0.007858546,-0.004928642,April,External,509,-4
328-2013-14-All Students-Entry-External,328,2013-14,All Students,Entry,0.013752456,0.02346462,December,External,509,7
328-2013-14-All Students-Withdrawal-External,328,2013-14,All Students,Withdrawal,0.021611001,0.02577894,December,External,509,11
328-2013-14-All Students-Net Cumulative-External,328,2013-14,All Students,Net Cumulative,-0.007858546,-0.002314319,December,External,509,-4
328-2013-14-All Students-Entry-External,328,2013-14,All Students,Entry,0.023575639,0.0368791,February,External,509,12
328-2013-14-All Students-Withdrawal-External,328,2013-14,All Students,Withdrawal,0.033398822,0.040672008,February,External,509,17
328-2013-14-All Students-Net Cumulative-External,328,2013-14,All Students,Net Cumulative,-0.009823183,-0.003792911,February,External,509,-5
328-2013-14-All Students-Entry-External,328,2013-14,All Students,Entry,0.019646365,0.031586166,January,External,509,10
328-2013-14-All Students-Withdrawal-External,328,2013-14,All Students,Withdrawal,0.025540275,0.034071915,January,External,509,13
328-2013-14-All Students-Net Cumulative-External,328,2013-14,All Students,Net Cumulative,-0.00589391,-0.00248575,January,External,509,-3
328-2013-14-All Students-Entry-External,328,2013-14,All Students,Entry,0.029469548,0.041829169,March,External,509,15
328-2013-14-All Students-Withdrawal-External,328,2013-14,All Students,Withdrawal,0.037328094,0.047057815,March,External,509,19
328-2013-14-All Students-Net Cumulative-External,328,2013-14,All Students,Net Cumulative,-0.007858546,-0.005228646,March,External,509,-4
328-2013-14-All Students-Entry-External,328,2013-14,All Students,Entry,0.03929273,0.052072171,May,External,509,20
328-2013-14-All Students-Withdrawal-External,328,2013-14,All Students,Withdrawal,0.041257367,0.056165088,May,External,509,21
328-2013-14-All Students-Net Cumulative-External,328,2013-14,All Students,Net Cumulative,-0.001964637,-0.004092915,May,External,509,-1
328-2013-14-All Students-Entry-External,328,2013-14,All Students,Entry,0.007858546,0.01965028,November,External,509,4
328-2013-14-All Students-Withdrawal-External,328,2013-14,All Students,Withdrawal,0.013752456,0.019071702,November,External,509,7
328-2013-14-All Students-Net Cumulative-External,328,2013-14,All Students,Net Cumulative,-0.00589391,0.00057858,November,External,509,-3
328-2013-14-All Students-Entry-External,328,2013-14,All Students,Entry,0.003929273,0.013221618,October,External,509,2
328-2013-14-All Students-Withdrawal-External,328,2013-14,All Students,Withdrawal,0.001964637,0.011743025,October,External,509,1
328-2013-14-All Students-Net Cumulative-External,328,2013-14,All Students,Net Cumulative,0.001964637,0.001478593,October,External,509,1
329-2013-14-All Students-Entry-External,329,2013-14,All Students,Entry,0.054590572,0.047614966,April,External,403,22
329-2013-14-All Students-Withdrawal-External,329,2013-14,All Students,Withdrawal,0.062034741,0.052543607,April,External,403,25
329-2013-14-All Students-Net Cumulative-External,329,2013-14,All Students,Net Cumulative,-0.007444169,-0.004928642,April,External,403,-3
329-2013-14-All Students-Entry-External,329,2013-14,All Students,Entry,0.039702233,0.02346462,December,External,403,16
329-2013-14-All Students-Withdrawal-External,329,2013-14,All Students,Withdrawal,0.034739453,0.02577894,December,External,403,14
329-2013-14-All Students-Net Cumulative-External,329,2013-14,All Students,Net Cumulative,0.004962779,-0.002314319,December,External,403,2
329-2013-14-All Students-Entry-External,329,2013-14,All Students,Entry,0.049627792,0.0368791,February,External,403,20
329-2013-14-All Students-Withdrawal-External,329,2013-14,All Students,Withdrawal,0.047146402,0.040672008,February,External,403,19
329-2013-14-All Students-Net Cumulative-External,329,2013-14,All Students,Net Cumulative,0.00248139,-0.003792911,February,External,403,1
329-2013-14-All Students-Entry-External,329,2013-14,All Students,Entry,0.044665013,0.031586166,January,External,403,18
329-2013-14-All Students-Withdrawal-External,329,2013-14,All Students,Withdrawal,0.039702233,0.034071915,January,External,403,16
329-2013-14-All Students-Net Cumulative-External,329,2013-14,All Students,Net Cumulative,0.004962779,-0.00248575,January,External,403,2
329-2013-14-All Students-Entry-External,329,2013-14,All Students,Entry,0.052109182,0.041829169,March,External,403,21
329-2013-14-All Students-Withdrawal-External,329,2013-14,All Students,Withdrawal,0.062034741,0.047057815,March,External,403,25
329-2013-14-All Students-Net Cumulative-External,329,2013-14,All Students,Net Cumulative,-0.009925558,-0.005228646,March,External,403,-4
329-2013-14-All Students-Entry-External,329,2013-14,All Students,Entry,0.066997521,0.052072171,May,External,403,27
329-2013-14-All Students-Withdrawal-External,329,2013-14,All Students,Withdrawal,0.062034741,0.056165088,May,External,403,25
329-2013-14-All Students-Net Cumulative-External,329,2013-14,All Students,Net Cumulative,0.004962779,-0.004092915,May,External,403,2
329-2013-14-All Students-Entry-External,329,2013-14,All Students,Entry,0.029776676,0.01965028,November,External,403,12
329-2013-14-All Students-Withdrawal-External,329,2013-14,All Students,Withdrawal,0.022332506,0.019071702,November,External,403,9
329-2013-14-All Students-Net Cumulative-External,329,2013-14,All Students,Net Cumulative,0.007444169,0.00057858,November,External,403,3
329-2013-14-All Students-Entry-External,329,2013-14,All Students,Entry,0.019851116,0.013221618,October,External,403,8
329-2013-14-All Students-Withdrawal-External,329,2013-14,All Students,Withdrawal,0.009925558,0.011743025,October,External,403,4
329-2013-14-All Students-Net Cumulative-External,329,2013-14,All Students,Net Cumulative,0.009925558,0.001478593,October,External,403,4
330-2013-14-All Students-Entry-External,330,2013-14,All Students,Entry,0.033530571,0.047614966,April,External,507,17
330-2013-14-All Students-Withdrawal-External,330,2013-14,All Students,Withdrawal,0.047337279,0.052543607,April,External,507,24
330-2013-14-All Students-Net Cumulative-External,330,2013-14,All Students,Net Cumulative,-0.013806706,-0.004928642,April,External,507,-7
330-2013-14-All Students-Entry-External,330,2013-14,All Students,Entry,0.019723866,0.02346462,December,External,507,10
330-2013-14-All Students-Withdrawal-External,330,2013-14,All Students,Withdrawal,0.009861933,0.02577894,December,External,507,5
330-2013-14-All Students-Net Cumulative-External,330,2013-14,All Students,Net Cumulative,0.009861933,-0.002314319,December,External,507,5
330-2013-14-All Students-Entry-External,330,2013-14,All Students,Entry,0.027613413,0.0368791,February,External,507,14
330-2013-14-All Students-Withdrawal-External,330,2013-14,All Students,Withdrawal,0.035502959,0.040672008,February,External,507,18
330-2013-14-All Students-Net Cumulative-External,330,2013-14,All Students,Net Cumulative,-0.007889546,-0.003792911,February,External,507,-4
330-2013-14-All Students-Entry-External,330,2013-14,All Students,Entry,0.023668639,0.031586166,January,External,507,12
330-2013-14-All Students-Withdrawal-External,330,2013-14,All Students,Withdrawal,0.031558186,0.034071915,January,External,507,16
330-2013-14-All Students-Net Cumulative-External,330,2013-14,All Students,Net Cumulative,-0.007889546,-0.00248575,January,External,507,-4
330-2013-14-All Students-Entry-External,330,2013-14,All Students,Entry,0.031558186,0.041829169,March,External,507,16
330-2013-14-All Students-Withdrawal-External,330,2013-14,All Students,Withdrawal,0.04536489,0.047057815,March,External,507,23
330-2013-14-All Students-Net Cumulative-External,330,2013-14,All Students,Net Cumulative,-0.013806706,-0.005228646,March,External,507,-7
330-2013-14-All Students-Entry-External,330,2013-14,All Students,Entry,0.039447732,0.052072171,May,External,507,20
330-2013-14-All Students-Withdrawal-External,330,2013-14,All Students,Withdrawal,0.047337279,0.056165088,May,External,507,24
330-2013-14-All Students-Net Cumulative-External,330,2013-14,All Students,Net Cumulative,-0.007889546,-0.004092915,May,External,507,-4
330-2013-14-All Students-Entry-External,330,2013-14,All Students,Entry,0.013806706,0.01965028,November,External,507,7
330-2013-14-All Students-Withdrawal-External,330,2013-14,All Students,Withdrawal,0.007889546,0.019071702,November,External,507,4
330-2013-14-All Students-Net Cumulative-External,330,2013-14,All Students,Net Cumulative,0.00591716,0.00057858,November,External,507,3
330-2013-14-All Students-Entry-External,330,2013-14,All Students,Entry,0.009861933,0.013221618,October,External,507,5
330-2013-14-All Students-Withdrawal-External,330,2013-14,All Students,Withdrawal,0.001972387,0.011743025,October,External,507,1
330-2013-14-All Students-Net Cumulative-External,330,2013-14,All Students,Net Cumulative,0.007889546,0.001478593,October,External,507,4
332-2013-14-All Students-Entry-External,332,2013-14,All Students,Entry,0.090308368,0.050190546,April,External,454,41
332-2013-14-All Students-Withdrawal-External,332,2013-14,All Students,Withdrawal,0.057268724,0.054866787,April,External,454,26
332-2013-14-All Students-Net Cumulative-External,332,2013-14,All Students,Net Cumulative,0.033039648,-0.004676241,April,External,454,15
332-2013-14-All Students-Entry-External,332,2013-14,All Students,Entry,0.030837005,0.024213277,December,External,454,14
332-2013-14-All Students-Withdrawal-External,332,2013-14,All Students,Withdrawal,0.017621145,0.025095273,December,External,454,8
332-2013-14-All Students-Net Cumulative-External,332,2013-14,All Students,Net Cumulative,0.013215859,-0.000881996,December,External,454,6
332-2013-14-All Students-Entry-External,332,2013-14,All Students,Entry,0.070484579,0.038325205,February,External,454,32
332-2013-14-All Students-Withdrawal-External,332,2013-14,All Students,Withdrawal,0.030837005,0.040355463,February,External,454,14
332-2013-14-All Students-Net Cumulative-External,332,2013-14,All Students,Net Cumulative,0.039647575,-0.002030254,February,External,454,18
332-2013-14-All Students-Entry-External,332,2013-14,All Students,Entry,0.048458152,0.032417499,January,External,454,22
332-2013-14-All Students-Withdrawal-External,332,2013-14,All Students,Withdrawal,0.028634362,0.033366062,January,External,454,13
332-2013-14-All Students-Net Cumulative-External,332,2013-14,All Students,Net Cumulative,0.019823788,-0.000948561,January,External,454,9
332-2013-14-All Students-Entry-External,332,2013-14,All Students,Entry,0.081497796,0.044232912,March,External,454,37
332-2013-14-All Students-Withdrawal-External,332,2013-14,All Students,Withdrawal,0.044052862,0.047411427,March,External,454,20
332-2013-14-All Students-Net Cumulative-External,332,2013-14,All Students,Net Cumulative,0.037444934,-0.003178513,March,External,454,17
332-2013-14-All Students-Entry-External,332,2013-14,All Students,Entry,0.090308368,0.05516633,May,External,454,41
332-2013-14-All Students-Withdrawal-External,332,2013-14,All Students,Withdrawal,0.06167401,0.059193555,May,External,454,28
332-2013-14-All Students-Net Cumulative-External,332,2013-14,All Students,Net Cumulative,0.028634362,-0.004027226,May,External,454,13
332-2013-14-All Students-Entry-External,332,2013-14,All Students,Entry,0.028634362,0.019903148,November,External,454,13
332-2013-14-All Students-Withdrawal-External,332,2013-14,All Students,Withdrawal,0.015418503,0.018505268,November,External,454,7
332-2013-14-All Students-Net Cumulative-External,332,2013-14,All Students,Net Cumulative,0.013215859,0.00139788,November,External,454,6
332-2013-14-All Students-Entry-External,332,2013-14,All Students,Entry,0.015418503,0.013379707,October,External,454,7
332-2013-14-All Students-Withdrawal-External,332,2013-14,All Students,Withdrawal,0.00660793,0.010983342,October,External,454,3
332-2013-14-All Students-Net Cumulative-External,332,2013-14,All Students,Net Cumulative,0.008810572,0.002396366,October,External,454,4
333-2013-14-All Students-Entry-External,333,2013-14,All Students,Entry,0.005504587,0.045681424,April,External,545,3
333-2013-14-All Students-Withdrawal-External,333,2013-14,All Students,Withdrawal,0.018348623,0.048936632,April,External,545,10
333-2013-14-All Students-Net Cumulative-External,333,2013-14,All Students,Net Cumulative,-0.012844036,-0.003255208,April,External,545,-7
333-2013-14-All Students-Entry-External,333,2013-14,All Students,Entry,0.003669725,0.021809896,December,External,545,2
333-2013-14-All Students-Withdrawal-External,333,2013-14,All Students,Withdrawal,0.005504587,0.02307581,December,External,545,3
333-2013-14-All Students-Net Cumulative-External,333,2013-14,All Students,Net Cumulative,-0.001834862,-0.001265914,December,External,545,-1
333-2013-14-All Students-Entry-External,333,2013-14,All Students,Entry,0.005504587,0.036096644,February,External,545,3
333-2013-14-All Students-Withdrawal-External,333,2013-14,All Students,Withdrawal,0.014678899,0.037651911,February,External,545,8
333-2013-14-All Students-Net Cumulative-External,333,2013-14,All Students,Net Cumulative,-0.009174312,-0.001555266,February,External,545,-5
333-2013-14-All Students-Entry-External,333,2013-14,All Students,Entry,0.003669725,0.030598959,January,External,545,2
333-2013-14-All Students-Withdrawal-External,333,2013-14,All Students,Withdrawal,0.012844036,0.031286169,January,External,545,7
333-2013-14-All Students-Net Cumulative-External,333,2013-14,All Students,Net Cumulative,-0.009174312,-0.000687211,January,External,545,-5
333-2013-14-All Students-Entry-External,333,2013-14,All Students,Entry,0.005504587,0.041666668,March,External,545,3
333-2013-14-All Students-Withdrawal-External,333,2013-14,All Students,Withdrawal,0.018348623,0.043366607,March,External,545,10
333-2013-14-All Students-Net Cumulative-External,333,2013-14,All Students,Net Cumulative,-0.012844036,-0.001699942,March,External,545,-7
333-2013-14-All Students-Entry-External,333,2013-14,All Students,Entry,0.00733945,0.048719618,May,External,545,4
333-2013-14-All Students-Withdrawal-External,333,2013-14,All Students,Withdrawal,0.018348623,0.051974826,May,External,545,10
333-2013-14-All Students-Net Cumulative-External,333,2013-14,All Students,Net Cumulative,-0.011009174,-0.003255208,May,External,545,-6
333-2013-14-All Students-Entry-External,333,2013-14,All Students,Entry,0.003669725,0.017469618,November,External,545,2
333-2013-14-All Students-Withdrawal-External,333,2013-14,All Students,Withdrawal,0.005504587,0.016637731,November,External,545,3
333-2013-14-All Students-Net Cumulative-External,333,2013-14,All Students,Net Cumulative,-0.001834862,0.000831887,November,External,545,-1
333-2013-14-All Students-Entry-External,333,2013-14,All Students,Entry,0.001834862,0.010597511,October,External,545,1
333-2013-14-All Students-Withdrawal-External,333,2013-14,All Students,Withdrawal,0,0.009620949,October,External,545,0
333-2013-14-All Students-Net Cumulative-External,333,2013-14,All Students,Net Cumulative,0.001834862,0.000976563,October,External,545,1
335-2013-14-All Students-Entry-External,335,2013-14,All Students,Entry,0.119909503,0.050190546,April,External,442,53
335-2013-14-All Students-Withdrawal-External,335,2013-14,All Students,Withdrawal,0.03846154,0.054866787,April,External,442,17
335-2013-14-All Students-Net Cumulative-External,335,2013-14,All Students,Net Cumulative,0.081447966,-0.004676241,April,External,442,36
335-2013-14-All Students-Entry-External,335,2013-14,All Students,Entry,0.036199097,0.024213277,December,External,442,16
335-2013-14-All Students-Withdrawal-External,335,2013-14,All Students,Withdrawal,0.018099548,0.025095273,December,External,442,8
335-2013-14-All Students-Net Cumulative-External,335,2013-14,All Students,Net Cumulative,0.018099548,-0.000881996,December,External,442,8
335-2013-14-All Students-Entry-External,335,2013-14,All Students,Entry,0.07013575,0.038325205,February,External,442,31
335-2013-14-All Students-Withdrawal-External,335,2013-14,All Students,Withdrawal,0.027149322,0.040355463,February,External,442,12
335-2013-14-All Students-Net Cumulative-External,335,2013-14,All Students,Net Cumulative,0.042986427,-0.002030254,February,External,442,19
335-2013-14-All Students-Entry-External,335,2013-14,All Students,Entry,0.049773756,0.032417499,January,External,442,22
335-2013-14-All Students-Withdrawal-External,335,2013-14,All Students,Withdrawal,0.024886878,0.033366062,January,External,442,11
335-2013-14-All Students-Net Cumulative-External,335,2013-14,All Students,Net Cumulative,0.024886878,-0.000948561,January,External,442,11
335-2013-14-All Students-Entry-External,335,2013-14,All Students,Entry,0.106334843,0.044232912,March,External,442,47
335-2013-14-All Students-Withdrawal-External,335,2013-14,All Students,Withdrawal,0.036199097,0.047411427,March,External,442,16
335-2013-14-All Students-Net Cumulative-External,335,2013-14,All Students,Net Cumulative,0.07013575,-0.003178513,March,External,442,31
335-2013-14-All Students-Entry-External,335,2013-14,All Students,Entry,0.124434389,0.05516633,May,External,442,55
335-2013-14-All Students-Withdrawal-External,335,2013-14,All Students,Withdrawal,0.03846154,0.059193555,May,External,442,17
335-2013-14-All Students-Net Cumulative-External,335,2013-14,All Students,Net Cumulative,0.085972853,-0.004027226,May,External,442,38
335-2013-14-All Students-Entry-External,335,2013-14,All Students,Entry,0.020361992,0.019903148,November,External,442,9
335-2013-14-All Students-Withdrawal-External,335,2013-14,All Students,Withdrawal,0.004524887,0.018505268,November,External,442,2
335-2013-14-All Students-Net Cumulative-External,335,2013-14,All Students,Net Cumulative,0.015837105,0.00139788,November,External,442,7
335-2013-14-All Students-Entry-External,335,2013-14,All Students,Entry,0.018099548,0.013379707,October,External,442,8
335-2013-14-All Students-Withdrawal-External,335,2013-14,All Students,Withdrawal,0.004524887,0.010983342,October,External,442,2
335-2013-14-All Students-Net Cumulative-External,335,2013-14,All Students,Net Cumulative,0.013574661,0.002396366,October,External,442,6
336-2013-14-All Students-Entry-External,336,2013-14,All Students,Entry,0.031007752,0.050190546,April,External,258,8
336-2013-14-All Students-Withdrawal-External,336,2013-14,All Students,Withdrawal,0.034883723,0.054866787,April,External,258,9
336-2013-14-All Students-Net Cumulative-External,336,2013-14,All Students,Net Cumulative,-0.003875969,-0.004676241,April,External,258,-1
336-2013-14-All Students-Entry-External,336,2013-14,All Students,Entry,0.015503876,0.024213277,December,External,258,4
336-2013-14-All Students-Withdrawal-External,336,2013-14,All Students,Withdrawal,0.019379845,0.025095273,December,External,258,5
336-2013-14-All Students-Net Cumulative-External,336,2013-14,All Students,Net Cumulative,-0.003875969,-0.000881996,December,External,258,-1
336-2013-14-All Students-Entry-External,336,2013-14,All Students,Entry,0.031007752,0.038325205,February,External,258,8
336-2013-14-All Students-Withdrawal-External,336,2013-14,All Students,Withdrawal,0.031007752,0.040355463,February,External,258,8
336-2013-14-All Students-Net Cumulative-External,336,2013-14,All Students,Net Cumulative,0,-0.002030254,February,External,258,0
336-2013-14-All Students-Entry-External,336,2013-14,All Students,Entry,0.027131783,0.032417499,January,External,258,7
336-2013-14-All Students-Withdrawal-External,336,2013-14,All Students,Withdrawal,0.031007752,0.033366062,January,External,258,8
336-2013-14-All Students-Net Cumulative-External,336,2013-14,All Students,Net Cumulative,-0.003875969,-0.000948561,January,External,258,-1
336-2013-14-All Students-Entry-External,336,2013-14,All Students,Entry,0.031007752,0.044232912,March,External,258,8
336-2013-14-All Students-Withdrawal-External,336,2013-14,All Students,Withdrawal,0.034883723,0.047411427,March,External,258,9
336-2013-14-All Students-Net Cumulative-External,336,2013-14,All Students,Net Cumulative,-0.003875969,-0.003178513,March,External,258,-1
336-2013-14-All Students-Entry-External,336,2013-14,All Students,Entry,0.046511628,0.05516633,May,External,258,12
336-2013-14-All Students-Withdrawal-External,336,2013-14,All Students,Withdrawal,0.042635661,0.059193555,May,External,258,11
336-2013-14-All Students-Net Cumulative-External,336,2013-14,All Students,Net Cumulative,0.003875969,-0.004027226,May,External,258,1
