Key,School_Code,School_Year,Student_Group,Metric,SchoolScore,AverageScore,Month,ReportType,NSize,count
1105-2013-14-All Students-Net Cumulative-External,1105,2013-14,All Students,Net Cumulative,-0.004405286,-0.000836972,December,External,227,-1
1105-2013-14-All Students-Entry-External,1105,2013-14,All Students,Entry,0.008810572,0.038591702,February,External,227,2
1105-2013-14-All Students-Withdrawal-External,1105,2013-14,All Students,Withdrawal,0.022026431,0.040029112,February,External,227,5
1105-2013-14-All Students-Net Cumulative-External,1105,2013-14,All Students,Net Cumulative,-0.013215859,-0.001437409,February,External,227,-3
1105-2013-14-All Students-Entry-External,1105,2013-14,All Students,Entry,0.008810572,0.032441776,January,External,227,2
1105-2013-14-All Students-Withdrawal-External,1105,2013-14,All Students,Withdrawal,0.017621145,0.033169579,January,External,227,4
1105-2013-14-All Students-Net Cumulative-External,1105,2013-14,All Students,Net Cumulative,-0.008810572,-0.000727802,January,External,227,-2
1105-2013-14-All Students-Entry-External,1105,2013-14,All Students,Entry,0.008810572,0.044723436,March,External,227,2
1105-2013-14-All Students-Withdrawal-External,1105,2013-14,All Students,Withdrawal,0.030837005,0.04690684,March,External,227,7
1105-2013-14-All Students-Net Cumulative-External,1105,2013-14,All Students,Net Cumulative,-0.022026431,-0.002183406,March,External,227,-5
1105-2013-14-All Students-Entry-External,1105,2013-14,All Students,Entry,0.008810572,0.055021834,May,External,227,2
1105-2013-14-All Students-Withdrawal-External,1105,2013-14,All Students,Withdrawal,0.06167401,0.058879185,May,External,227,14
1105-2013-14-All Students-Net Cumulative-External,1105,2013-14,All Students,Net Cumulative,-0.052863438,-0.003857351,May,External,227,-12
1105-2013-14-All Students-Entry-External,1105,2013-14,All Students,Entry,0.008810572,0.019505095,November,External,227,2
1105-2013-14-All Students-Withdrawal-External,1105,2013-14,All Students,Withdrawal,0.008810572,0.018286027,November,External,227,2
1105-2013-14-All Students-Net Cumulative-External,1105,2013-14,All Students,Net Cumulative,0,0.001219068,November,External,227,0
1105-2013-14-All Students-Entry-External,1105,2013-14,All Students,Entry,0.008810572,0.012809316,October,External,227,2
1105-2013-14-All Students-Withdrawal-External,1105,2013-14,All Students,Withdrawal,0.008810572,0.010607715,October,External,227,2
1105-2013-14-All Students-Net Cumulative-External,1105,2013-14,All Students,Net Cumulative,0,0.002201601,October,External,227,0
1106-2013-14-All Students-Entry-External,1106,2013-14,All Students,Entry,0.004219409,0.050345708,April,External,237,1
1106-2013-14-All Students-Withdrawal-External,1106,2013-14,All Students,Withdrawal,0.016877636,0.054512374,April,External,237,4
1106-2013-14-All Students-Net Cumulative-External,1106,2013-14,All Students,Net Cumulative,-0.012658228,-0.004166667,April,External,237,-3
1106-2013-14-All Students-Entry-External,1106,2013-14,All Students,Entry,0.004219409,0.024017468,December,External,237,1
1106-2013-14-All Students-Withdrawal-External,1106,2013-14,All Students,Withdrawal,0.008438818,0.02485444,December,External,237,2
1106-2013-14-All Students-Net Cumulative-External,1106,2013-14,All Students,Net Cumulative,-0.004219409,-0.000836972,December,External,237,-1
1106-2013-14-All Students-Entry-External,1106,2013-14,All Students,Entry,0.004219409,0.038591702,February,External,237,1
1106-2013-14-All Students-Withdrawal-External,1106,2013-14,All Students,Withdrawal,0.008438818,0.040029112,February,External,237,2
1106-2013-14-All Students-Net Cumulative-External,1106,2013-14,All Students,Net Cumulative,-0.004219409,-0.001437409,February,External,237,-1
1106-2013-14-All Students-Entry-External,1106,2013-14,All Students,Entry,0.004219409,0.032441776,January,External,237,1
1106-2013-14-All Students-Withdrawal-External,1106,2013-14,All Students,Withdrawal,0.008438818,0.033169579,January,External,237,2
1106-2013-14-All Students-Net Cumulative-External,1106,2013-14,All Students,Net Cumulative,-0.004219409,-0.000727802,January,External,237,-1
1106-2013-14-All Students-Entry-External,1106,2013-14,All Students,Entry,0.004219409,0.044723436,March,External,237,1
1106-2013-14-All Students-Withdrawal-External,1106,2013-14,All Students,Withdrawal,0.016877636,0.04690684,March,External,237,4
1106-2013-14-All Students-Net Cumulative-External,1106,2013-14,All Students,Net Cumulative,-0.012658228,-0.002183406,March,External,237,-3
1106-2013-14-All Students-Entry-External,1106,2013-14,All Students,Entry,0.008438818,0.055021834,May,External,237,2
1106-2013-14-All Students-Withdrawal-External,1106,2013-14,All Students,Withdrawal,0.016877636,0.058879185,May,External,237,4
1106-2013-14-All Students-Net Cumulative-External,1106,2013-14,All Students,Net Cumulative,-0.008438818,-0.003857351,May,External,237,-2
1106-2013-14-All Students-Entry-External,1106,2013-14,All Students,Entry,0.004219409,0.019505095,November,External,237,1
1106-2013-14-All Students-Withdrawal-External,1106,2013-14,All Students,Withdrawal,0.008438818,0.018286027,November,External,237,2
1106-2013-14-All Students-Net Cumulative-External,1106,2013-14,All Students,Net Cumulative,-0.004219409,0.001219068,November,External,237,-1
1106-2013-14-All Students-Entry-External,1106,2013-14,All Students,Entry,0.004219409,0.012809316,October,External,237,1
1106-2013-14-All Students-Withdrawal-External,1106,2013-14,All Students,Withdrawal,0.004219409,0.010607715,October,External,237,1
1106-2013-14-All Students-Net Cumulative-External,1106,2013-14,All Students,Net Cumulative,0,0.002201601,October,External,237,0
1107-2013-14-All Students-Entry-External,1107,2013-14,All Students,Entry,0.012552301,0.050345708,April,External,239,3
1107-2013-14-All Students-Withdrawal-External,1107,2013-14,All Students,Withdrawal,0.054393306,0.054512374,April,External,239,13
1107-2013-14-All Students-Net Cumulative-External,1107,2013-14,All Students,Net Cumulative,-0.041841004,-0.004166667,April,External,239,-10
1107-2013-14-All Students-Entry-External,1107,2013-14,All Students,Entry,0.012552301,0.024017468,December,External,239,3
1107-2013-14-All Students-Withdrawal-External,1107,2013-14,All Students,Withdrawal,0.029288704,0.02485444,December,External,239,7
1107-2013-14-All Students-Net Cumulative-External,1107,2013-14,All Students,Net Cumulative,-0.016736401,-0.000836972,December,External,239,-4
1107-2013-14-All Students-Entry-External,1107,2013-14,All Students,Entry,0.012552301,0.038591702,February,External,239,3
1107-2013-14-All Students-Withdrawal-External,1107,2013-14,All Students,Withdrawal,0.041841004,0.040029112,February,External,239,10
1107-2013-14-All Students-Net Cumulative-External,1107,2013-14,All Students,Net Cumulative,-0.029288704,-0.001437409,February,External,239,-7
1107-2013-14-All Students-Entry-External,1107,2013-14,All Students,Entry,0.012552301,0.032441776,January,External,239,3
1107-2013-14-All Students-Withdrawal-External,1107,2013-14,All Students,Withdrawal,0.033472802,0.033169579,January,External,239,8
1107-2013-14-All Students-Net Cumulative-External,1107,2013-14,All Students,Net Cumulative,-0.020920502,-0.000727802,January,External,239,-5
1107-2013-14-All Students-Entry-External,1107,2013-14,All Students,Entry,0.012552301,0.044723436,March,External,239,3
1107-2013-14-All Students-Withdrawal-External,1107,2013-14,All Students,Withdrawal,0.046025105,0.04690684,March,External,239,11
1107-2013-14-All Students-Net Cumulative-External,1107,2013-14,All Students,Net Cumulative,-0.033472802,-0.002183406,March,External,239,-8
1107-2013-14-All Students-Entry-External,1107,2013-14,All Students,Entry,0.012552301,0.055021834,May,External,239,3
1107-2013-14-All Students-Withdrawal-External,1107,2013-14,All Students,Withdrawal,0.054393306,0.058879185,May,External,239,13
1107-2013-14-All Students-Net Cumulative-External,1107,2013-14,All Students,Net Cumulative,-0.041841004,-0.003857351,May,External,239,-10
1107-2013-14-All Students-Entry-External,1107,2013-14,All Students,Entry,0.012552301,0.019505095,November,External,239,3
1107-2013-14-All Students-Withdrawal-External,1107,2013-14,All Students,Withdrawal,0.025104603,0.018286027,November,External,239,6
1107-2013-14-All Students-Net Cumulative-External,1107,2013-14,All Students,Net Cumulative,-0.012552301,0.001219068,November,External,239,-3
1107-2013-14-All Students-Entry-External,1107,2013-14,All Students,Entry,0.012552301,0.012809316,October,External,239,3
1107-2013-14-All Students-Withdrawal-External,1107,2013-14,All Students,Withdrawal,0.008368201,0.010607715,October,External,239,2
1107-2013-14-All Students-Net Cumulative-External,1107,2013-14,All Students,Net Cumulative,0.0041841,0.002201601,October,External,239,1
1108-2013-14-All Students-Entry-External,1108,2013-14,All Students,Entry,0.008849557,0.050345708,April,External,226,2
1108-2013-14-All Students-Withdrawal-External,1108,2013-14,All Students,Withdrawal,0.057522126,0.054512374,April,External,226,13
1108-2013-14-All Students-Net Cumulative-External,1108,2013-14,All Students,Net Cumulative,-0.048672568,-0.004166667,April,External,226,-11
1108-2013-14-All Students-Entry-External,1108,2013-14,All Students,Entry,0.004424779,0.024017468,December,External,226,1
1108-2013-14-All Students-Withdrawal-External,1108,2013-14,All Students,Withdrawal,0.030973451,0.02485444,December,External,226,7
1108-2013-14-All Students-Net Cumulative-External,1108,2013-14,All Students,Net Cumulative,-0.026548672,-0.000836972,December,External,226,-6
1108-2013-14-All Students-Entry-External,1108,2013-14,All Students,Entry,0.004424779,0.038591702,February,External,226,1
1108-2013-14-All Students-Withdrawal-External,1108,2013-14,All Students,Withdrawal,0.030973451,0.040029112,February,External,226,7
1108-2013-14-All Students-Net Cumulative-External,1108,2013-14,All Students,Net Cumulative,-0.026548672,-0.001437409,February,External,226,-6
1108-2013-14-All Students-Entry-External,1108,2013-14,All Students,Entry,0.004424779,0.032441776,January,External,226,1
1108-2013-14-All Students-Withdrawal-External,1108,2013-14,All Students,Withdrawal,0.030973451,0.033169579,January,External,226,7
1108-2013-14-All Students-Net Cumulative-External,1108,2013-14,All Students,Net Cumulative,-0.026548672,-0.000727802,January,External,226,-6
1108-2013-14-All Students-Entry-External,1108,2013-14,All Students,Entry,0.008849557,0.044723436,March,External,226,2
1108-2013-14-All Students-Withdrawal-External,1108,2013-14,All Students,Withdrawal,0.03539823,0.04690684,March,External,226,8
1108-2013-14-All Students-Net Cumulative-External,1108,2013-14,All Students,Net Cumulative,-0.026548672,-0.002183406,March,External,226,-6
1108-2013-14-All Students-Entry-External,1108,2013-14,All Students,Entry,0.008849557,0.055021834,May,External,226,2
1108-2013-14-All Students-Withdrawal-External,1108,2013-14,All Students,Withdrawal,0.057522126,0.058879185,May,External,226,13
1108-2013-14-All Students-Net Cumulative-External,1108,2013-14,All Students,Net Cumulative,-0.048672568,-0.003857351,May,External,226,-11
1108-2013-14-All Students-Entry-External,1108,2013-14,All Students,Entry,0.004424779,0.019505095,November,External,226,1
1108-2013-14-All Students-Withdrawal-External,1108,2013-14,All Students,Withdrawal,0.017699115,0.018286027,November,External,226,4
1108-2013-14-All Students-Net Cumulative-External,1108,2013-14,All Students,Net Cumulative,-0.013274336,0.001219068,November,External,226,-3
1108-2013-14-All Students-Entry-External,1108,2013-14,All Students,Entry,0.004424779,0.012809316,October,External,226,1
1108-2013-14-All Students-Withdrawal-External,1108,2013-14,All Students,Withdrawal,0.008849557,0.010607715,October,External,226,2
1108-2013-14-All Students-Net Cumulative-External,1108,2013-14,All Students,Net Cumulative,-0.004424779,0.002201601,October,External,226,-1
1109-2013-14-All Students-Entry-External,1109,2013-14,All Students,Entry,0.029126214,0.047614966,April,External,309,9
1109-2013-14-All Students-Withdrawal-External,1109,2013-14,All Students,Withdrawal,0.064724922,0.052543607,April,External,309,20
1109-2013-14-All Students-Net Cumulative-External,1109,2013-14,All Students,Net Cumulative,-0.035598706,-0.004928642,April,External,309,-11
1109-2013-14-All Students-Entry-External,1109,2013-14,All Students,Entry,0.029126214,0.02346462,December,External,309,9
1109-2013-14-All Students-Withdrawal-External,1109,2013-14,All Students,Withdrawal,0.035598706,0.02577894,December,External,309,11
1109-2013-14-All Students-Net Cumulative-External,1109,2013-14,All Students,Net Cumulative,-0.006472492,-0.002314319,December,External,309,-2
1109-2013-14-All Students-Entry-External,1109,2013-14,All Students,Entry,0.029126214,0.0368791,February,External,309,9
1109-2013-14-All Students-Withdrawal-External,1109,2013-14,All Students,Withdrawal,0.055016182,0.040672008,February,External,309,17
1109-2013-14-All Students-Net Cumulative-External,1109,2013-14,All Students,Net Cumulative,-0.025889968,-0.003792911,February,External,309,-8
1109-2013-14-All Students-Entry-External,1109,2013-14,All Students,Entry,0.029126214,0.031586166,January,External,309,9
1109-2013-14-All Students-Withdrawal-External,1109,2013-14,All Students,Withdrawal,0.038834952,0.034071915,January,External,309,12
1109-2013-14-All Students-Net Cumulative-External,1109,2013-14,All Students,Net Cumulative,-0.009708738,-0.00248575,January,External,309,-3
1109-2013-14-All Students-Entry-External,1109,2013-14,All Students,Entry,0.029126214,0.041829169,March,External,309,9
1109-2013-14-All Students-Withdrawal-External,1109,2013-14,All Students,Withdrawal,0.064724922,0.047057815,March,External,309,20
1109-2013-14-All Students-Net Cumulative-External,1109,2013-14,All Students,Net Cumulative,-0.035598706,-0.005228646,March,External,309,-11
1109-2013-14-All Students-Entry-External,1109,2013-14,All Students,Entry,0.029126214,0.052072171,May,External,309,9
1109-2013-14-All Students-Withdrawal-External,1109,2013-14,All Students,Withdrawal,0.064724922,0.056165088,May,External,309,20
1109-2013-14-All Students-Net Cumulative-External,1109,2013-14,All Students,Net Cumulative,-0.035598706,-0.004092915,May,External,309,-11
1109-2013-14-All Students-Entry-External,1109,2013-14,All Students,Entry,0.029126214,0.01965028,November,External,309,9
1109-2013-14-All Students-Withdrawal-External,1109,2013-14,All Students,Withdrawal,0.032362461,0.019071702,November,External,309,10
1109-2013-14-All Students-Net Cumulative-External,1109,2013-14,All Students,Net Cumulative,-0.003236246,0.00057858,November,External,309,-1
1109-2013-14-All Students-Entry-External,1109,2013-14,All Students,Entry,0.029126214,0.013221618,October,External,309,9
1109-2013-14-All Students-Withdrawal-External,1109,2013-14,All Students,Withdrawal,0.029126214,0.011743025,October,External,309,9
1109-2013-14-All Students-Net Cumulative-External,1109,2013-14,All Students,Net Cumulative,0,0.001478593,October,External,309,0
1110-2013-14-All Students-Entry-External,1110,2013-14,All Students,Entry,0.004662005,0.049202342,April,External,429,2
1110-2013-14-All Students-Withdrawal-External,1110,2013-14,All Students,Withdrawal,0.041958041,0.055433206,April,External,429,18
1110-2013-14-All Students-Net Cumulative-External,1110,2013-14,All Students,Net Cumulative,-0.037296038,-0.006230864,April,External,429,-16
1110-2013-14-All Students-Entry-External,1110,2013-14,All Students,Entry,0.004662005,0.024440028,December,External,429,2
1110-2013-14-All Students-Withdrawal-External,1110,2013-14,All Students,Withdrawal,0.018648019,0.027609175,December,External,429,8
1110-2013-14-All Students-Net Cumulative-External,1110,2013-14,All Students,Net Cumulative,-0.013986014,-0.003169146,December,External,429,-6
1110-2013-14-All Students-Entry-External,1110,2013-14,All Students,Entry,0.004662005,0.038029756,February,External,429,2
1110-2013-14-All Students-Withdrawal-External,1110,2013-14,All Students,Withdrawal,0.032634031,0.043320622,February,External,429,14
1110-2013-14-All Students-Net Cumulative-External,1110,2013-14,All Students,Net Cumulative,-0.027972028,-0.005290863,February,External,429,-12
1110-2013-14-All Students-Entry-External,1110,2013-14,All Students,Entry,0.004662005,0.032819465,January,External,429,2
1110-2013-14-All Students-Withdrawal-External,1110,2013-14,All Students,Withdrawal,0.023310022,0.036337756,January,External,429,10
1110-2013-14-All Students-Net Cumulative-External,1110,2013-14,All Students,Net Cumulative,-0.018648019,-0.00351829,January,External,429,-8
1110-2013-14-All Students-Entry-External,1110,2013-14,All Students,Entry,0.004662005,0.043025192,March,External,429,2
1110-2013-14-All Students-Withdrawal-External,1110,2013-14,All Students,Withdrawal,0.039627038,0.050008059,March,External,429,17
1110-2013-14-All Students-Net Cumulative-External,1110,2013-14,All Students,Net Cumulative,-0.034965035,-0.006982865,March,External,429,-15
1110-2013-14-All Students-Entry-External,1110,2013-14,All Students,Entry,0.004662005,0.053982917,May,External,429,2
1110-2013-14-All Students-Withdrawal-External,1110,2013-14,All Students,Withdrawal,0.041958041,0.059300639,May,External,429,18
1110-2013-14-All Students-Net Cumulative-External,1110,2013-14,All Students,Net Cumulative,-0.037296038,-0.005317721,May,External,429,-16
1110-2013-14-All Students-Entry-External,1110,2013-14,All Students,Entry,0.004662005,0.020599453,November,External,429,2
1110-2013-14-All Students-Withdrawal-External,1110,2013-14,All Students,Withdrawal,0.016317016,0.020626308,November,External,429,7
1110-2013-14-All Students-Net Cumulative-External,1110,2013-14,All Students,Net Cumulative,-0.011655011,-2.68572E-05,November,External,429,-5
1110-2013-14-All Students-Entry-External,1110,2013-14,All Students,Entry,0.004662005,0.014288017,October,External,429,2
1110-2013-14-All Students-Withdrawal-External,1110,2013-14,All Students,Withdrawal,0.00932401,0.0131063,October,External,429,4
1110-2013-14-All Students-Net Cumulative-External,1110,2013-14,All Students,Net Cumulative,-0.004662005,0.001181716,October,External,429,-2
1113-2013-14-All Students-Entry-External,1113,2013-14,All Students,Entry,0.009724474,0.047614966,April,External,617,6
1113-2013-14-All Students-Withdrawal-External,1113,2013-14,All Students,Withdrawal,0.050243113,0.052543607,April,External,617,31
1113-2013-14-All Students-Net Cumulative-External,1113,2013-14,All Students,Net Cumulative,-0.040518638,-0.004928642,April,External,617,-25
1113-2013-14-All Students-Entry-External,1113,2013-14,All Students,Entry,0.008103727,0.02346462,December,External,617,5
1113-2013-14-All Students-Withdrawal-External,1113,2013-14,All Students,Withdrawal,0.027552674,0.02577894,December,External,617,17
1113-2013-14-All Students-Net Cumulative-External,1113,2013-14,All Students,Net Cumulative,-0.019448947,-0.002314319,December,External,617,-12
1113-2013-14-All Students-Entry-External,1113,2013-14,All Students,Entry,0.009724474,0.0368791,February,External,617,6
1113-2013-14-All Students-Withdrawal-External,1113,2013-14,All Students,Withdrawal,0.037277147,0.040672008,February,External,617,23
1113-2013-14-All Students-Net Cumulative-External,1113,2013-14,All Students,Net Cumulative,-0.027552674,-0.003792911,February,External,617,-17
1113-2013-14-All Students-Entry-External,1113,2013-14,All Students,Entry,0.009724474,0.031586166,January,External,617,6
1113-2013-14-All Students-Withdrawal-External,1113,2013-14,All Students,Withdrawal,0.030794166,0.034071915,January,External,617,19
1113-2013-14-All Students-Net Cumulative-External,1113,2013-14,All Students,Net Cumulative,-0.021069692,-0.00248575,January,External,617,-13
1113-2013-14-All Students-Entry-External,1113,2013-14,All Students,Entry,0.009724474,0.041829169,March,External,617,6
1113-2013-14-All Students-Withdrawal-External,1113,2013-14,All Students,Withdrawal,0.038897894,0.047057815,March,External,617,24
1113-2013-14-All Students-Net Cumulative-External,1113,2013-14,All Students,Net Cumulative,-0.029173419,-0.005228646,March,External,617,-18
1113-2013-14-All Students-Entry-External,1113,2013-14,All Students,Entry,0.009724474,0.052072171,May,External,617,6
1113-2013-14-All Students-Withdrawal-External,1113,2013-14,All Students,Withdrawal,0.051863857,0.056165088,May,External,617,32
1113-2013-14-All Students-Net Cumulative-External,1113,2013-14,All Students,Net Cumulative,-0.042139385,-0.004092915,May,External,617,-26
1113-2013-14-All Students-Entry-External,1113,2013-14,All Students,Entry,0.008103727,0.01965028,November,External,617,5
1113-2013-14-All Students-Withdrawal-External,1113,2013-14,All Students,Withdrawal,0.016207455,0.019071702,November,External,617,10
1113-2013-14-All Students-Net Cumulative-External,1113,2013-14,All Students,Net Cumulative,-0.008103727,0.00057858,November,External,617,-5
1113-2013-14-All Students-Entry-External,1113,2013-14,All Students,Entry,0.006482982,0.013221618,October,External,617,4
1113-2013-14-All Students-Withdrawal-External,1113,2013-14,All Students,Withdrawal,0.006482982,0.011743025,October,External,617,4
1113-2013-14-All Students-Net Cumulative-External,1113,2013-14,All Students,Net Cumulative,0,0.001478593,October,External,617,0
1116-2013-14-All Students-Entry-External,1116,2013-14,All Students,Entry,0.03846154,0.047947083,April,External,468,18
1116-2013-14-All Students-Withdrawal-External,1116,2013-14,All Students,Withdrawal,0.0491453,0.052624367,April,External,468,23
1116-2013-14-All Students-Net Cumulative-External,1116,2013-14,All Students,Net Cumulative,-0.010683761,-0.004677287,April,External,468,-5
1116-2013-14-All Students-Entry-External,1116,2013-14,All Students,Entry,0.03846154,0.023503855,December,External,468,18
1116-2013-14-All Students-Withdrawal-External,1116,2013-14,All Students,Withdrawal,0.036324788,0.025656581,December,External,468,17
1116-2013-14-All Students-Net Cumulative-External,1116,2013-14,All Students,Net Cumulative,0.002136752,-0.002152726,December,External,468,1
1116-2013-14-All Students-Entry-External,1116,2013-14,All Students,Entry,0.03846154,0.036929037,February,External,468,18
1116-2013-14-All Students-Withdrawal-External,1116,2013-14,All Students,Withdrawal,0.044871796,0.040608242,February,External,468,21
1116-2013-14-All Students-Net Cumulative-External,1116,2013-14,All Students,Net Cumulative,-0.006410256,-0.003679205,February,External,468,-3
1116-2013-14-All Students-Entry-External,1116,2013-14,All Students,Entry,0.03846154,0.031488512,January,External,468,18
1116-2013-14-All Students-Withdrawal-External,1116,2013-14,All Students,Withdrawal,0.042735044,0.033817369,January,External,468,20
1116-2013-14-All Students-Net Cumulative-External,1116,2013-14,All Students,Net Cumulative,-0.004273504,-0.002328858,January,External,468,-2
1116-2013-14-All Students-Entry-External,1116,2013-14,All Students,Entry,0.03846154,0.042193431,March,External,468,18
1116-2013-14-All Students-Withdrawal-External,1116,2013-14,All Students,Withdrawal,0.047008548,0.047105562,March,External,468,22
1116-2013-14-All Students-Net Cumulative-External,1116,2013-14,All Students,Net Cumulative,-0.008547009,-0.00491213,March,External,468,-4
1116-2013-14-All Students-Entry-External,1116,2013-14,All Students,Entry,0.03846154,0.052487377,May,External,468,18
1116-2013-14-All Students-Withdrawal-External,1116,2013-14,All Students,Withdrawal,0.051282052,0.056420997,May,External,468,24
1116-2013-14-All Students-Net Cumulative-External,1116,2013-14,All Students,Net Cumulative,-0.012820513,-0.003933618,May,External,468,-6
1116-2013-14-All Students-Entry-External,1116,2013-14,All Students,Entry,0.03846154,0.019668089,November,External,468,18
1116-2013-14-All Students-Withdrawal-External,1116,2013-14,All Students,Withdrawal,0.025641026,0.019061411,November,External,468,12
1116-2013-14-All Students-Net Cumulative-External,1116,2013-14,All Students,Net Cumulative,0.012820513,0.000606677,November,External,468,6
1116-2013-14-All Students-Entry-External,1116,2013-14,All Students,Entry,0.03846154,0.013288192,October,External,468,18
1116-2013-14-All Students-Withdrawal-External,1116,2013-14,All Students,Withdrawal,0.021367522,0.011663862,October,External,468,10
1116-2013-14-All Students-Net Cumulative-External,1116,2013-14,All Students,Net Cumulative,0.017094018,0.00162433,October,External,468,8
1117-2013-14-All Students-Entry-External,1117,2013-14,All Students,Entry,0.005870841,0.047882177,April,External,511,3
1117-2013-14-All Students-Withdrawal-External,1117,2013-14,All Students,Withdrawal,0.007827789,0.051950313,April,External,511,4
1117-2013-14-All Students-Net Cumulative-External,1117,2013-14,All Students,Net Cumulative,-0.001956947,-0.004068136,April,External,511,-1
1117-2013-14-All Students-Entry-External,1117,2013-14,All Students,Entry,0.005870841,0.023190551,December,External,511,3
1117-2013-14-All Students-Withdrawal-External,1117,2013-14,All Students,Withdrawal,0.007827789,0.025431288,December,External,511,4
1117-2013-14-All Students-Net Cumulative-External,1117,2013-14,All Students,Net Cumulative,-0.001956947,-0.002240738,December,External,511,-1
1117-2013-14-All Students-Entry-External,1117,2013-14,All Students,Entry,0.005870841,0.037091825,February,External,511,3
1117-2013-14-All Students-Withdrawal-External,1117,2013-14,All Students,Withdrawal,0.007827789,0.040246263,February,External,511,4
1117-2013-14-All Students-Net Cumulative-External,1117,2013-14,All Students,Net Cumulative,-0.001956947,-0.003154437,February,External,511,-1
1117-2013-14-All Students-Entry-External,1117,2013-14,All Students,Entry,0.005870841,0.031413842,January,External,511,3
1117-2013-14-All Students-Withdrawal-External,1117,2013-14,All Students,Withdrawal,0.007827789,0.033632822,January,External,511,4
1117-2013-14-All Students-Net Cumulative-External,1117,2013-14,All Students,Net Cumulative,-0.001956947,-0.002218983,January,External,511,-1
1117-2013-14-All Students-Entry-External,1117,2013-14,All Students,Entry,0.005870841,0.042552266,March,External,511,3
1117-2013-14-All Students-Withdrawal-External,1117,2013-14,All Students,Withdrawal,0.007827789,0.04646812,March,External,511,4
1117-2013-14-All Students-Net Cumulative-External,1117,2013-14,All Students,Net Cumulative,-0.001956947,-0.003915853,March,External,511,-1
1117-2013-14-All Students-Entry-External,1117,2013-14,All Students,Entry,0.005870841,0.052015577,May,External,511,3
1117-2013-14-All Students-Withdrawal-External,1117,2013-14,All Students,Withdrawal,0.007827789,0.055735637,May,External,511,4
1117-2013-14-All Students-Net Cumulative-External,1117,2013-14,All Students,Net Cumulative,-0.001956947,-0.00372006,May,External,511,-1
1117-2013-14-All Students-Entry-External,1117,2013-14,All Students,Entry,0.005870841,0.019165924,November,External,511,3
1117-2013-14-All Students-Withdrawal-External,1117,2013-14,All Students,Withdrawal,0.005870841,0.018861357,November,External,511,3
1117-2013-14-All Students-Net Cumulative-External,1117,2013-14,All Students,Net Cumulative,0,0.000304566,November,External,511,0
1117-2013-14-All Students-Entry-External,1117,2013-14,All Students,Entry,0.005870841,0.012595993,October,External,511,3
1117-2013-14-All Students-Withdrawal-External,1117,2013-14,All Students,Withdrawal,0.003913894,0.011290709,October,External,511,2
1117-2013-14-All Students-Net Cumulative-External,1117,2013-14,All Students,Net Cumulative,0.001956947,0.001305284,October,External,511,1
1118-2013-14-All Students-Entry-External,1118,2013-14,All Students,Entry,0.018248174,0.091431394,April,External,274,5
1118-2013-14-All Students-Withdrawal-External,1118,2013-14,All Students,Withdrawal,0.018248174,0.083091371,April,External,274,5
1118-2013-14-All Students-Net Cumulative-External,1118,2013-14,All Students,Net Cumulative,0,0.008340026,April,External,274,0
1118-2013-14-All Students-Entry-External,1118,2013-14,All Students,Entry,0.00729927,0.041453019,December,External,274,2
1118-2013-14-All Students-Withdrawal-External,1118,2013-14,All Students,Withdrawal,0.010948905,0.027120529,December,External,274,3
1118-2013-14-All Students-Net Cumulative-External,1118,2013-14,All Students,Net Cumulative,-0.003649635,0.014332489,December,External,274,-1
1118-2013-14-All Students-Entry-External,1118,2013-14,All Students,Entry,0.01459854,0.071724221,February,External,274,4
1118-2013-14-All Students-Withdrawal-External,1118,2013-14,All Students,Withdrawal,0.018248174,0.05782418,February,External,274,5
1118-2013-14-All Students-Net Cumulative-External,1118,2013-14,All Students,Net Cumulative,-0.003649635,0.013900043,February,External,274,-1
1118-2013-14-All Students-Entry-External,1118,2013-14,All Students,Entry,0.01459854,0.056835733,January,External,274,4
1118-2013-14-All Students-Withdrawal-External,1118,2013-14,All Students,Withdrawal,0.010948905,0.044541918,January,External,274,3
1118-2013-14-All Students-Net Cumulative-External,1118,2013-14,All Students,Net Cumulative,0.003649635,0.012293816,January,External,274,1
1118-2013-14-All Students-Entry-External,1118,2013-14,All Students,Entry,0.018248174,0.081608698,March,External,274,5
1118-2013-14-All Students-Withdrawal-External,1118,2013-14,All Students,Withdrawal,0.018248174,0.071353555,March,External,274,5
1118-2013-14-All Students-Net Cumulative-External,1118,2013-14,All Students,Net Cumulative,0,0.010255143,March,External,274,0
1118-2013-14-All Students-Entry-External,1118,2013-14,All Students,Entry,0.018248174,0.098906532,May,External,274,5
1118-2013-14-All Students-Withdrawal-External,1118,2013-14,All Students,Withdrawal,0.018248174,0.09427318,May,External,274,5
1118-2013-14-All Students-Net Cumulative-External,1118,2013-14,All Students,Net Cumulative,0,0.004633348,May,External,274,0
1118-2013-14-All Students-Entry-External,1118,2013-14,All Students,Entry,0.00729927,0.033977885,November,External,274,2
1118-2013-14-All Students-Withdrawal-External,1118,2013-14,All Students,Withdrawal,0.00729927,0.018348057,November,External,274,2
1118-2013-14-All Students-Net Cumulative-External,1118,2013-14,All Students,Net Cumulative,0,0.015629826,November,External,274,0
1118-2013-14-All Students-Entry-External,1118,2013-14,All Students,Entry,0.00729927,0.02341385,October,External,274,2
1118-2013-14-All Students-Withdrawal-External,1118,2013-14,All Students,Withdrawal,0.003649635,0.007722246,October,External,274,1
1118-2013-14-All Students-Net Cumulative-External,1118,2013-14,All Students,Net Cumulative,0.003649635,0.015691604,October,External,274,1
